STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21,WT22
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-17,13.2,0.23,0,0,65,46,230,240,36.9,53.9,1,,1,,1,,,,,1,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-18,7.83,0,0,0,59,42,300,300,21,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-19,5.82,0,0,0,54,38,310,330,17,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-20,6.04,0,0,0,66,40,250,270,13,17.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-21,3.36,0,0,0,58,42,110,110,13,14.1,0,,,,,,1,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-22,5.82,0,0,0,61,49,210,230,13,16.1,1,,,,,,,1,,,1,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-23,8.95,0,0,0,69,52,300,310,17.9,28,0,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-24,9.4,0,0,0,56,42,10,10,17.9,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-25,6.26,0.03,0,0,55,43,200,200,17,23,0,,1,1,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-26,11.18,0.01,0,0,61,40,340,320,23.9,29.1,1,,,,1,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-27,11.18,0,0,0,48,33,320,320,25.1,34.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-28,5.82,0,0,0,50,33,280,280,16.1,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-29,3.8,0,0,0,52,32,190,190,10.1,12.1,0,,,,,,1,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-11-30,8.5,0.03,0,0,63,48,150,150,19.9,29.1,1,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-01,16.33,0.78,0,0,65,36,150,160,33.1,46.1,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-02,7.38,0,0,0,43,32,330,320,16.1,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-03,9.4,0,0,0,43,34,310,320,17,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-04,9.4,0,0,0,43,31,300,300,17,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-05,15.21,0,0,0,41,32,320,300,28,38.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-06,15.43,0,0,0,39,30,280,270,31.1,38.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-07,15.43,0,0,0,36,28,270,280,25.9,34.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-08,10.51,0,0,0,37,26,300,270,21.9,28,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-09,6.93,0,0,0,37,26,330,330,17.9,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-10,4.92,0,0,0,39,27,180,210,10.1,14.1,0,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-11,4.47,0.05,0,0,47,30,30,150,8.9,13,1,,,,,,,1,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-12,7.38,0.77,0,0,45,38,330,310,21.9,30,1,1,,,,,,,,,,1,,1,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-13,16.55,0,0.2,0,40,22,310,290,29.1,38.9,0,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-14,17.45,0,0,0,28,22,300,320,30,40.9,0,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-15,12.08,0,0,0,34,21,290,280,21.9,30,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-16,4.92,0.17,1.5,2,27,21,340,330,15,19.9,1,,,,,,,1,,,1,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-17,7.38,0,0,0,39,22,360,10,17,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-18,3.58,0,0,0,36,23,170,170,8.9,10.1,1,,,,,,,1,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-19,9.84,0,0,0,38,27,320,310,19.9,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-20,13.42,0,0,0,38,25,320,330,25.1,32,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-21,10.74,0,0,0,41,29,330,330,21,30,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-22,10.74,0,0,0,45,34,320,310,23,31.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-23,19.91,0,0,0,44,32,330,330,36,46.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-24,13.42,0,0,0,41,31,330,340,23,30,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-25,6.71,0,0,0,36,32,340,340,12.1,15,0,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-26,16.11,0.01,0.4,0,33,28,340,340,30,38,1,,,,,,,1,,,1,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-27,21.92,0,0,0,37,27,320,340,36.9,55,0,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-28,10.51,0,0,0,46,28,300,300,25.9,38,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-29,6.93,0,0,0,48,30,300,320,19.9,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-30,4.47,0,0,0,47,28,210,200,13,15,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2010-12-31,3.58,0,0,0,50,32,160,170,8.9,8.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-01,7.16,0.01,0,0,58,34,200,190,17,21,1,,,,,,,1,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-02,10.96,0.06,0,0,59,34,330,330,23,28,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-03,10.29,0,0,0,41,28,310,320,21.9,28,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-04,6.49,0,0,0,43,25,210,210,15,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-05,8.5,0,0,0,43,31,340,310,17,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-06,4.7,0,0,0,41,28,300,170,14.1,17,0,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-07,7.16,0,0,0,35,31,320,280,17,23,0,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-08,11.41,0.02,0.4,0,35,24,320,320,25.9,36.9,1,1,,,,,,,,,1,,,,,1,,1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-09,14.99,0,0,0,36,23,300,300,25.9,36,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-10,8.95,0,0,0,35,25,340,340,16.1,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-11,4.03,0.11,1,0,34,28,120,120,10.1,13,1,,,,,,,1,,,,1,1,1,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-12,12.53,0,0,1,36,27,320,320,28,40.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-13,12.3,0,0,0,37,26,310,320,25.1,33.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-14,5.37,0,0,0,37,23,290,280,17,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-15,6.49,0,0,0,46,28,190,210,16.1,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-16,8.5,0,0,0,42,31,340,350,23,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-17,8.05,0.24,0.2,0,33,29,50,50,14.1,16.1,1,,,1,,,,,,,,,,1,1,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-18,8.5,0.19,0,0,36,30,320,320,17.9,21.9,1,,,1,,,,,,,,1,,1,1,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-19,8.72,0.02,0,0,53,35,320,310,21.9,30,1,1,,,,,,1,,,,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-20,8.5,0,0,0,44,35,310,310,19.9,25.9,0,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-21,14.32,0.01,0.1,0,39,20,280,330,29.1,38,1,,,,,,,,,,,,,1,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-22,7.38,0,0,0,28,17,330,330,23,29.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-23,10.07,0,0,0,32,18,330,320,21.9,28,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-24,6.93,0,0,0,32,17,180,20,14.1,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-25,5.37,0,0,0,46,29,180,180,14.1,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-26,12.75,1.52,5,0,37,33,320,20,21.9,40.9,1,1,1,1,,,,,,,,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-27,7.83,0,0,4,37,31,320,310,21.9,28,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-28,6.04,0.07,0.6,4,38,30,320,320,16.1,21,1,,,,,,,1,,,1,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-29,5.82,0,0,4,37,29,300,310,15,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-30,3.13,0,0,3,44,27,30,30,13,15,1,,,,,,,1,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-01-31,7.61,0,0,2,37,29,50,50,15,17,0,,,1,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-01,2.01,0.1,0,2,38,29,40,50,10.1,12.1,1,,,,,,,1,,,,1,1,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-02,10.51,0.66,0,1,52,34,290,320,28,40.9,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-03,10.96,0,0,1,37,29,300,300,23.9,40,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-04,5.59,0,0,0,42,28,170,170,12.1,14.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-05,5.82,0.14,0,0,42,34,270,270,19.9,23.9,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-06,5.82,0,0,0,49,36,300,310,21,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-07,2.01,0,0,0,50,30,120,120,10.1,12.1,1,,,,,,,,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-08,15.88,0.01,0,0,41,25,310,310,29.1,38,0,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-09,8.05,0.01,0.1,0,33,19,210,220,17.9,23,1,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-10,9.17,0,0,0,34,24,340,340,21,25.1,1,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-11,4.03,0,0,0,44,22,170,220,13,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-12,8.5,0,0,0,47,23,300,300,23.9,32,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-13,11.18,0,0,0,54,32,210,200,23.9,29.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-14,17.45,0,0,0,70,43,300,280,33.1,47,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-15,12.3,0,0,0,47,33,330,300,33.1,48.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-16,10.51,0,0,0,58,32,200,200,21.9,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-17,9.62,0,0,0,72,43,200,200,17.9,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-18,11.18,0,0,0,77,52,290,290,29.1,38.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-19,21.03,0,0,0,59,39,300,300,38,53,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-20,8.95,0,0,0,50,32,320,320,25.9,36.9,0,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-21,12.3,0.14,0.2,0,55,30,50,40,23.9,29.1,1,,,1,,,,,,,,,,1,1,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-22,9.4,0.07,0.2,0,37,27,20,20,21.9,25.9,1,,,1,,,,,,,1,1,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-23,3.8,0,0,0,46,25,100,100,8.9,10.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-24,10.51,0.06,0,0,53,31,210,210,21.9,31.1,1,,,,,,,1,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-25,15.43,0.27,0,0,67,37,300,300,40.9,57.9,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-26,7.83,0,0,0,49,35,330,340,17,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-27,4.7,0,0,0,60,36,130,180,13,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-02-28,10.96,0.66,0,0,72,42,330,340,28,36,1,,1,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-01,8.5,0,0,0,47,33,330,360,21,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-02,13.87,0,0,0,64,34,340,340,29.1,34.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-03,8.5,0,0,0,41,27,350,340,23,29.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-04,8.28,0,0,0,50,30,130,130,15,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-05,11.18,0,0,0,60,41,160,160,19.9,23.9,0,,,,,,,,,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-06,13.65,1.39,0,0,58,33,320,330,28,34.9,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-07,14.54,0.02,0,0,48,33,330,320,31.1,42.9,1,,,,,,,,,,,,,1,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-08,4.92,0,0,0,52,32,130,110,12.1,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-09,9.4,0.04,0,0,48,36,120,110,17.9,21.9,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-10,11.18,1.41,0,0,56,46,290,280,30,40,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-11,9.4,0.02,0,0,49,39,330,330,17,21,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-12,8.95,0,0,0,58,34,210,220,29.1,34.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-13,11.18,0,0,0,59,39,350,300,21.9,28,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-14,5.82,0,0,0,53,37,330,330,17.9,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-15,8.05,0.23,0,0,51,35,150,150,19.9,25.1,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-16,8.95,0.41,0,0,57,41,320,320,17.9,23.9,1,,,,,,,1,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-17,8.72,0,0,0,64,43,340,340,17,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-18,9.4,0,0,0,80,48,310,310,19.9,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-19,16.11,0,0,0,68,47,340,340,25.9,32,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-20,8.95,0,0,0,54,38,170,180,21,25.9,0,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-21,11.41,0.19,0,0,70,43,200,170,21,29.1,1,,1,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-22,9.4,0,0,0,62,49,360,10,19.9,23.9,0,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-23,9.17,0.43,0,0,52,44,360,360,29.1,34.9,1,,1,,,,,,,,,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-24,10.51,0.05,0,0,44,37,40,360,19.9,23.9,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-25,10.07,0,0,0,49,32,330,310,19.9,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-26,8.5,0,0,0,47,32,340,340,16.1,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-27,7.83,0.02,0.2,0,46,31,330,320,16.1,25.9,1,,,,,,,1,,,1,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-28,9.4,0,0,0,47,31,330,360,16.1,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-29,8.95,0,0,0,51,34,340,320,17.9,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-30,7.61,0.15,0,0,48,38,170,150,19.9,23,1,,,1,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-03-31,8.95,0.04,0,0,42,37,30,40,15,17,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-01,10.96,0.08,0,0,50,37,280,270,23.9,33.1,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-02,9.62,0.04,0,0,52,36,320,330,32,40.9,0,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-03,7.38,0,0,0,60,40,330,330,19.9,28,0,,1,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-04,15.88,0,0,0,85,49,200,210,28,36.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-05,15.66,0.42,0,0,72,41,280,270,40.9,55,1,,1,,,,,,,1,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-06,11.41,0,0,0,64,36,210,190,23.9,31.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-07,6.71,0,0,0,69,45,60,70,17.9,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-08,9.4,0.35,0,0,51,43,80,10,21,23.9,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-09,5.59,0.01,0,0,51,42,30,40,14.1,16.1,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-10,6.71,0,0,0,63,49,200,200,17.9,23.9,1,,,,,,,,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-11,13.2,0,0,0,84,56,200,200,28,36.9,0,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-12,11.63,0.19,0,0,72,52,90,100,34.9,45,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-13,10.07,0.31,0,0,59,49,320,320,19.9,25.9,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-14,4.7,0,0,0,71,46,330,330,13,17.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-15,10.29,0,0,0,65,48,90,110,23,29.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-16,15.21,0.6,0,0,63,49,140,140,44.1,57.9,1,,1,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-17,12.3,0,0,0,67,47,270,200,25.9,36.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-18,6.93,0,0,0,74,51,200,200,15,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-19,6.26,0.01,0,0,68,56,300,300,15,17.9,0,,1,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-20,10.51,0,0,0,86,52,320,320,25.1,34.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2011-04-21,13.2,0,0,0,65,48,330,340,32,36.9,0,,,,,,,,,,,,,,,,,
