STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21,WT22
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-03-29,10.96,0,0,0,67,52,30,340,19.9,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-03-30,9.17,0,0,0,55,46,160,170,15,19.9,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-03-31,9.17,0.96,0,0,54,45,330,330,17,21.9,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-01,14.32,0.01,0,0,61,46,340,340,25.9,36,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-02,7.83,0,0,0,66,43,340,340,17,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-03,10.51,0.11,0,0,68,48,170,200,18.1,23,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-04,12.97,0,0,0,82,60,300,320,23,31.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-05,8.05,0,0,0,74,59,140,150,21,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-06,9.62,1.57,0,0,61,51,260,260,35.1,50.1,1,,1,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-07,17,0,0,0,51,42,320,320,30,40,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-08,9.84,0,0,0,65,39,330,340,23,33.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-09,7.16,0,0,0,72,42,170,180,15,18.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-10,9.62,0,0,0,82,50,190,190,18.1,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-11,9.62,0,0,0,84,59,170,160,14.1,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-12,8.5,0,0,0,79,62,270,260,17,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-13,6.26,0,0,0,71,54,340,340,16.1,21.9,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-14,5.37,0,0,0,73,54,120,110,14.1,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-15,5.59,0,0,0,77,55,360,350,14.1,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-16,11.86,0,0,0,89,65,240,240,32,38,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-17,6.93,0.07,0,0,74,60,350,350,19.9,23,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-18,8.5,0,0,0,72,54,160,150,19.9,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-19,8.72,0,0,0,63,53,190,190,16.1,19,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-20,8.5,0.11,0,0,82,57,210,210,21.9,27.1,1,,1,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-21,5.37,0.12,0,0,81,64,20,30,21,25.9,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-22,10.07,0.31,0,0,64,51,340,10,17,21,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-23,7.83,0,0,0,61,49,30,30,16.1,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-24,12.3,0.23,0,0,57,53,50,50,21,23.9,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-25,15.21,0.08,0,0,61,53,40,50,25.9,34,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-26,6.93,0.01,0,0,72,58,10,340,13,19,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-27,8.05,0,0,0,83,58,220,210,17,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-28,7.83,0,0,0,84,65,150,150,15,18.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-29,8.72,0,0,0,91,70,220,230,18.1,23,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-04-30,8.95,0,0,0,88,66,200,190,21.9,29.1,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-01,14.32,0,0,0,84,64,220,220,31.1,38.9,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-02,13.42,0,0,0,80,63,220,280,29.1,36,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-03,11.86,0,0,0,67,56,320,340,25.9,35.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-04,11.86,0.13,0,0,67,53,130,140,21.9,28,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-05,12.3,1.75,0,0,76,58,160,170,23.9,31.1,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-06,11.41,0.07,0,0,65,50,190,290,21.9,30,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-07,12.3,0,0,0,65,46,250,240,25.9,32,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-08,9.4,0,0,0,65,47,320,320,21.9,30,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-09,7.16,0,0,0,67,46,330,330,15,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-10,5.37,0,0,0,76,50,100,100,17,19,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-11,8.5,1.04,0,0,63,52,120,120,17,21.9,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-12,8.5,0.31,0,0,59,50,110,100,14.1,17,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-13,11.63,0.51,0,0,61,50,340,350,19.9,25.1,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-14,12.08,0,0,0,82,47,320,330,30,40,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-15,13.42,0,0,0,77,54,320,320,25.9,31.1,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-16,6.93,0,0,0,79,55,170,170,15,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-17,8.5,0,0,0,91,62,180,180,15,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-18,10.51,0.03,0,0,88,70,270,270,28,36.9,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-19,9.62,0,0,0,93,70,220,220,23,27.1,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-20,10.29,0,0,0,73,61,60,90,18.1,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-21,7.38,0,0,0,69,59,120,130,14.1,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-22,4.25,0.34,0,0,72,58,60,50,8.9,10.1,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-23,7.16,0.06,0,0,67,60,70,40,14.1,18.1,1,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-24,9.4,0.26,0,0,66,58,110,110,21,25.1,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-25,9.62,0.75,0,0,75,58,200,200,29.1,36,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-26,10.51,0,0,0,78,58,300,300,23.9,36.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-27,3.8,0.03,0,0,74,61,50,50,10.1,11,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-28,6.49,0.08,0,0,74,62,110,110,13,16.1,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-29,5.82,0,0,0,85,64,310,260,19.9,21.9,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-30,7.83,0.17,0,0,72,63,320,130,16.1,19.9,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-05-31,5.82,0.02,0,0,80,65,230,230,23,29.1,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-01,6.93,0,0,0,85,63,290,280,21,27.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-02,8.05,0,0,0,83,61,330,330,23,29.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-03,9.4,0,0,0,86,61,320,320,23,27.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-04,9.17,0,0,0,87,62,190,190,17,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-05,7.38,0,0,0,77,69,340,340,17,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-06,10.74,0,0,0,79,64,320,300,23,29.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-07,8.95,0,0,0,69,59,50,60,17,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-08,7.16,0,0,0,76,56,60,50,14.1,18.1,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-09,7.61,0,0,0,84,59,270,310,17,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-10,7.61,0,0,0,87,65,170,160,17,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-11,7.61,0,0,0,93,71,200,170,16.1,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-12,6.49,0,0,0,95,74,240,240,16.1,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-13,7.83,0,0,0,95,75,210,210,21,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-14,8.95,0,0,0,91,74,350,340,19.9,23,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-15,7.83,0,0,0,85,72,110,140,15,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-16,4.47,0.36,0,0,84,70,120,120,13,15,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-17,9.62,0,0,0,89,74,170,170,17,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-18,15.21,0,0,0,92,76,200,200,25.1,31.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-19,14.99,0.53,0,0,89,72,260,250,40,52.1,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-20,9.17,0,0,0,88,70,210,210,23.9,29.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-21,8.72,0,0,0,90,71,200,270,16.1,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-22,7.16,0,0,0,88,76,210,230,14.1,18.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-23,14.32,0.1,0,0,89,73,210,220,25.1,33.1,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-24,11.86,0.07,0,0,89,74,210,220,29.1,38,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-25,9.17,0,0,0,88,72,320,310,21,27.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-26,9.84,0,0,0,84,68,340,340,19.9,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-27,8.72,0.07,0,0,82,66,320,320,18.1,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-28,7.61,0,0,0,83,61,180,10,16.1,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-29,12.97,0,0,0,91,66,170,200,21,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-06-30,13.2,0,0,0,94,73,200,210,29.1,36.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-01,9.62,0.65,0,0,93,73,290,290,28,33.1,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-02,5.82,0,0,0,93,75,220,220,15,19,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-03,6.49,0,0,0,92,75,350,330,15,19,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-04,4.92,0.04,0,0,92,76,300,300,19.9,23,0,,1,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-05,7.83,0.7,0,0,84,74,170,170,21,23.9,1,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-06,7.38,0.87,0,0,82,74,60,60,14.1,17,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-07,8.5,0.01,0,0,91,73,270,260,25.9,34,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-08,8.5,0,0,0,90,72,330,340,28,38,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-09,7.61,0,0,0,86,69,340,320,15,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-10,9.17,0,0,0,90,72,210,200,18.1,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-11,8.05,0,0,0,92,75,220,220,18.1,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-12,7.61,0,0,0,95,77,210,240,16.1,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-13,8.72,0,0,0,97,79,230,210,19.9,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-14,8.28,0.73,0,0,97,73,50,330,36.9,48.1,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-15,9.4,0,0,0,90,76,340,340,21,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-16,6.93,0,0,0,89,71,120,320,14.1,19,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-17,7.83,0,0,0,91,76,60,60,19.9,21,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-18,7.38,0,0,0,92,77,80,130,23.9,36,0,,1,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-19,6.71,0,0,0,97,77,220,170,14.1,18.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-20,6.49,0,0,0,98,79,220,220,15,19,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-21,6.26,0,0,0,97,81,320,310,15,18.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-22,7.83,0.98,0,0,96,74,340,340,38,48.1,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-23,5.37,1.39,0,0,89,73,310,340,25.9,35.1,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-24,7.83,0,0,0,91,74,210,220,19.9,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-25,11.18,0,0,0,82,71,10,360,18.1,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-26,6.49,0,0,0,85,69,130,130,15,19,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-27,8.95,0,0,0,86,73,180,190,14.1,19.9,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-28,7.61,3.31,0,0,81,71,30,30,21.9,28,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-29,15.88,0.47,0,0,77,68,10,10,25.1,32,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-30,7.16,0,0,0,83,63,10,350,16.1,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-07-31,3.13,0,0,0,91,66,130,20,12.1,14.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-01,5.59,0,0,0,91,70,50,50,23,27.1,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-02,7.16,0,0,0,90,73,210,200,18.1,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-03,5.82,0.06,0,0,90,72,320,340,23,28,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-04,10.51,0,0,0,90,74,170,150,18.1,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-05,11.41,0,0,0,81,71,320,290,29.1,36,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-06,5.82,0,0,0,83,67,170,170,14.1,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-07,6.26,1.47,0,0,75,70,30,50,17,19.9,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-08,7.61,0.04,0,0,81,70,350,340,15,19,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-09,4.47,0,0,0,86,65,140,140,14.1,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-10,5.37,0,0,0,83,67,170,170,12.1,13,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-11,6.04,0.76,0,0,85,71,190,200,15,17,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-12,5.14,0.52,0,0,85,72,360,330,32,36.9,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-13,6.71,0,0,0,86,70,320,330,16.1,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-14,3.58,0,0,0,80,71,110,130,8.1,10.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-15,3.58,0.17,0,0,83,75,330,330,13,16.1,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-16,4.7,0,0,0,91,72,340,310,14.1,17,1,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-17,8.72,0,0,0,89,76,180,180,21.9,27.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-18,8.72,0.51,0,0,91,78,250,260,25.9,33.1,1,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-19,7.83,0.01,0,0,91,73,350,310,21,25.1,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-20,6.49,0,0,0,88,70,350,340,15,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-21,7.38,0.01,0,0,90,75,170,170,21.9,25.1,0,,1,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-22,11.41,0,0,0,92,75,200,210,23.9,28,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-23,8.05,0,0,0,86,73,340,340,16.1,19.9,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-24,6.71,0,0,0,84,71,30,50,14.1,19,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-25,6.71,0.05,0,0,81,65,350,350,15,19,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-26,6.26,0,0,0,81,65,60,70,12.1,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-27,7.61,0,0,0,79,66,70,80,15,18.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-28,10.51,0,0,0,78,64,100,120,19.9,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-29,11.86,0.98,0,0,69,65,10,10,17,21.9,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-30,6.26,0,0,0,79,62,330,330,13,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-08-31,6.26,0,0,0,86,68,20,20,21.9,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-09-01,10.29,0,0,0,73,63,20,30,19.9,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2017-09-02,9.4,0.77,0,0,65,57,50,100,15,19.9,1,,,,,,,,,,,,,,,,,
