,DATE,CCN,STATION,NAME,DEWP,GUST,MAX,MIN,PRCP,SLP,SNDP,TEMP,WDSP,Year,Month,Date,Day,Illum
846,4/26/18,68,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",42.5,21,73,50,0.03,1009.6,0,61.5,7.8,2018,4,26,5,0.84
847,4/27/18,94,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",48.7,0,73,50,0.71,1009.1,0,59.1,5.9,2018,4,27,6,0.91
848,4/28/18,102,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",49.3,22.9,78.1,51.1,0.01,1008,0,61.8,5.9,2018,4,28,7,0.96
849,4/29/18,64,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",32.8,31.1,78.1,45,0,1017.2,0,53.5,15.4,2018,4,29,1,0.99
850,4/30/18,84,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",25.7,28.9,73,41,0,1021.5,0,55.3,9.3,2018,4,30,2,1
851,5/1/18,71,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",32.1,17.1,82.9,41,0,1020.4,0,66.1,5.5,2018,5,1,3,0.98
852,5/2/18,78,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",45,22.9,91,48.9,0,1020.1,0,71.7,6.4,2018,5,2,4,0.95
853,5/3/18,85,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",54.1,21,91,55.9,0,1017.8,0,75.9,8.8,2018,5,3,5,0.9
854,5/4/18,78,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",59.5,24.1,90,64,0,1014.5,0,77.8,9.2,2018,5,4,6,0.84
855,5/5/18,91,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",50,22,90,66,0,1017.8,0,72.8,8,2018,5,5,7,0.76
856,5/6/18,79,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",52.4,0,75.9,59,0,1014.7,0,64.5,6.5,2018,5,6,1,0.68
857,5/7/18,99,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",52.1,0,77,57.9,0,1016.4,0,66,7.8,2018,5,7,2,0.58
858,5/8/18,82,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",50.1,0,78.1,57.9,0,1022,0,67.7,5.8,2018,5,8,3,0.49
859,5/9/18,78,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",48.9,0,80.1,57,0,1020.9,0,67.7,4.6,2018,5,9,4,0.39
860,5/10/18,83,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",56.2,19,82.9,57,0,1015.1,0,69.8,8.4,2018,5,10,5,0.3
861,5/11/18,92,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",57,17.1,84.9,61,0,1014.7,0,73.3,5.9,2018,5,11,6,0.21
862,5/12/18,77,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",60.7,18.1,90,61,0,1016.5,0,75.7,6.7,2018,5,12,7,0.13
863,5/13/18,81,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",62.7,29.9,84,62.6,0.47,1017.3,0,68.5,7.8,2018,5,13,1,0.07
864,5/14/18,92,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",61.7,33,81,62.1,0.2,1015.9,0,67.2,3.9,2018,5,14,2,0.02
865,5/15/18,104,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",65.6,24.1,89.1,62.1,1.49,1013.3,0,74.7,10.7,2018,5,15,3,0
866,5/16/18,86,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",66.6,35.9,89.1,66,0.43,1015.5,0,72,5.6,2018,5,16,4,0.01
867,5/17/18,81,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",64.4,0,75,66,0.84,1015.3,0,67.3,7.2,2018,5,17,5,0.04
868,5/18/18,88,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",63.1,25.1,69.1,61,1.13,1019.1,0,66.3,10.3,2018,5,18,6,0.1
869,5/19/18,70,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",57.5,18.1,70,57,1.5,1021.3,0,61.1,7.3,2018,5,19,7,0.19
870,5/20/18,97,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",66.4,17.1,89.1,57,0.08,1016.5,0,75.9,7.6,2018,5,20,1,0.28
871,5/21/18,106,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",61.5,0,89.1,68,0,1020.1,0,75.2,7,2018,5,21,2,0.39
872,5/22/18,99,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",62.4,0,82,64.9,0,1019.4,0,69.9,5.1,2018,5,22,3,0.51
873,5/23/18,80,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",63.3,26,82.9,64.9,1.23,1015.5,0,74.2,8.5,2018,5,23,4,0.62
874,5/24/18,96,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",53.5,0,87.1,63,0,1020.4,0,74.5,5.5,2018,5,24,5,0.72
875,5/25/18,105,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",61.5,0,87.1,63,0,1018,0,74.2,7.6,2018,5,25,6,0.81
876,5/26/18,85,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",67.6,19,87.1,63,0,1011.6,0,78.5,8.2,2018,5,26,7,0.88
877,5/27/18,81,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",70.5,0,87.1,71.1,0.03,1012.4,0,77.5,6.7,2018,5,27,1,0.94
878,5/28/18,99,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",63.7,0,84.9,64,0,1017.4,0,68.3,6.9,2018,5,28,2,0.98
879,5/29/18,102,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",67.6,0,82.9,64,0.01,1016.1,0,73.9,3.2,2018,5,29,3,1
880,5/30/18,82,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",69.2,0,82.9,69.1,0,1016.3,0,75.2,5.9,2018,5,30,4,1
881,5/31/18,105,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",69.6,19,84.9,69.8,0,1014.4,0,75.4,6.6,2018,5,31,5,0.97
882,6/1/18,106,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",68.9,0,90,70,1.32,1009.4,0,77.9,5.2,2018,6,1,6,0.94
883,6/2/18,85,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",69.5,0,90,71.1,0,1007.7,0,78.3,5.8,2018,6,2,7,0.88
884,6/3/18,69,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",64.6,27,86,59,0.05,1009.9,0,69.2,11.3,2018,6,3,1,0.82
885,6/4/18,83,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",55.2,0,80.1,55.9,1.65,1010,0,64.3,8.4,2018,6,4,2,0.74
886,6/5/18,68,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",52.8,22.9,84,55.9,0,1008.6,0,72.6,7.6,2018,6,5,3,0.65
887,6/6/18,82,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",53.8,0,84,61,0,1009.9,0,70.2,8.6,2018,6,6,4,0.56
888,6/7/18,97,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",55.8,0,79,62.1,0,1017.7,0,69.8,6.5,2018,6,7,5,0.46
889,6/8/18,84,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",63.1,0,84,62.1,0,1020.8,0,72.9,6.1,2018,6,8,6,0.36
890,6/9/18,91,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",68.2,26,86,64.9,0.96,1019.1,0,76.9,4.2,2018,6,9,7,0.26
891,6/10/18,87,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",67.8,0,86,70,0.1,1015.3,0,74.2,4.9,2018,6,10,1,0.17
892,6/11/18,98,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",59.6,0,81,61,0.42,1015.2,0,64.5,10.3,2018,6,11,2,0.1
893,6/12/18,99,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",56.2,0,78.1,57.2,0,1021.9,0,67,5.7,2018,6,12,3,0.04
894,6/13/18,97,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",65.6,0,84.9,57.9,0,1015.2,0,73.8,8.4,2018,6,13,4,0.01
895,6/14/18,100,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",58.7,24.1,87.1,68,0,1012.4,0,80.1,10.1,2018,6,14,5,0
896,6/15/18,104,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",50.6,22,87.1,66.9,0,1015,0,77.8,7.1,2018,6,15,6,0.03
897,6/16/18,123,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",56.7,0,89.1,64,0,1017.2,0,75.9,4,2018,6,16,7,0.08
898,6/17/18,88,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",65.1,0,89.1,64,0,1017.7,0,80.3,3.2,2018,6,17,1,0.16
899,6/18/18,80,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",70.1,0,91.9,73,0,1016.9,0,82.1,6.7,2018,6,18,2,0.26
900,6/19/18,88,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",72.5,24.1,95,73.9,0,1011.1,0,83.9,7,2018,6,19,3,0.36
901,6/20/18,108,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",63.9,0,95,73.9,1.12,1011.3,0,79.2,4.8,2018,6,20,4,0.47
902,6/21/18,92,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",69.4,0,86,72,0.13,1008.3,0,77.7,5.7,2018,6,21,5,0.58
903,6/22/18,109,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",66.1,21,86,69.1,0.05,1010.8,0,73.6,7.1,2018,6,22,6,0.68
904,6/23/18,103,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",66.8,0,80.1,66.2,0.53,1010.3,0,71.8,5.2,2018,6,23,7,0.78
905,6/24/18,106,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",69.4,0,91,66.9,0.05,1010.6,0,78.1,3.9,2018,6,24,1,0.85
906,6/25/18,103,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",64.8,17.1,91,70,0.11,1016.2,0,77.4,6.8,2018,6,25,2,0.92
907,6/26/18,102,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",58.2,0,84.9,64.9,0,1021.9,0,74.7,6.6,2018,6,26,3,0.96
908,6/27/18,118,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",64.5,0,84,64.9,0,1017.6,0,75,6.9,2018,6,27,4,0.99
909,6/28/18,105,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",70,19,89.1,71.1,0.04,1010.3,0,80.6,8.5,2018,6,28,5,1
910,6/29/18,99,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",65.6,0,93,73,0,1015.1,0,82.5,5.2,2018,6,29,6,0.99
911,6/30/18,81,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",68.1,0,93,72,0,1018,0,82.6,5.3,2018,6,30,7,0.96
912,7/1/18,90,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71.2,0,93,72,0,1017.8,0,83.5,6,2018,7,1,1,0.92
913,7/2/18,95,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",75,0,95,75,0,1017.5,0,86,6.7,2018,7,2,2,0.86
914,7/3/18,87,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",75.4,0,97,80.1,0,1020,0,88.5,3.6,2018,7,3,3,0.79
915,7/4/18,96,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",73.1,18.1,97,80.1,0,1023.7,0,86.2,4.8,2018,7,4,4,0.71
916,7/5/18,81,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",73.3,0,93,80.1,0,1024.5,0,85.6,6.6,2018,7,5,5,0.61
917,7/6/18,85,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",73.2,0,91.9,80.1,0,1020,0,83.3,8.3,2018,7,6,6,0.51
918,7/7/18,104,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",55.2,25.1,89.1,68,0,1024.3,0,77.2,10.6,2018,7,7,7,0.41
919,7/8/18,104,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",52.4,15.9,84.9,64,0,1026.8,0,74.8,6.6,2018,7,8,1,0.31
920,7/9/18,87,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",54.4,0,88,64,0,1024,0,77,4.7,2018,7,9,2,0.21
921,7/10/18,81,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",60.8,14,96.1,64,0,1016.7,0,82.7,6.3,2018,7,10,3,0.12
922,7/11/18,63,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",62.4,15,96.1,71.1,0,1013.7,0,86.3,6.1,2018,7,11,4,0.06
923,7/12/18,96,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",57,0,93.9,73,0,1019.4,0,82,7.6,2018,7,12,5,0.01
924,7/13/18,124,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",62.4,0,91.9,71.1,0,1022.9,0,79.3,5.7,2018,7,13,6,0
925,7/14/18,101,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",59.4,0,91,70,0,1021.4,0,80.2,8.1,2018,7,14,7,0.02
926,7/15/18,121,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",63.4,0,91,70,0,1017.2,0,80.7,8,2018,7,15,1,0.07
927,7/16/18,124,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",70.4,27,98.1,73.9,0,1015.5,0,83.8,5,2018,7,16,2,0.14
928,7/17/18,98,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",72.4,35.9,89.1,73.4,0,1011.9,0,82.3,8,2018,7,17,3,0.23
929,7/18/18,97,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",60.8,28,91.9,70,2.79,1013.1,0,79.6,9.5,2018,7,18,4,0.33
930,7/19/18,105,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",57.1,0,88,70,0,1017.5,0,79.4,6.4,2018,7,19,5,0.44
931,7/20/18,129,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",60.9,14,88,71.1,0,1019.1,0,78.5,5.4,2018,7,20,6,0.54
932,7/21/18,76,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",65.2,27,86,69.1,0,1015.9,0,73.5,10.6,2018,7,21,7,0.64
933,7/22/18,90,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",65.8,25.1,82.9,64.9,4,1008.4,0,71.7,7.5,2018,7,22,1,0.73
934,7/23/18,119,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71.9,24.1,84.9,64.9,1.41,1013.4,0,78.8,7.4,2018,7,23,2,0.82
935,7/24/18,117,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",72.5,20,84.9,75,0.07,1016.6,0,78.4,8,2018,7,24,3,0.88
936,7/25/18,100,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71.6,17.1,86,73.9,0.25,1014.5,0,77.8,6.3,2018,7,25,4,0.94
937,7/26/18,104,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",69.8,0,89.1,73,0.67,1013.1,0,78.8,4.3,2018,7,26,5,0.98
938,7/27/18,134,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",70.8,24.1,91,73,0,1014.6,0,80.5,6,2018,7,27,6,1
939,7/28/18,119,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",65,15.9,91,72,0,1016.2,0,79.3,5.8,2018,7,28,7,1
940,7/29/18,118,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",61.6,0,87.1,70,0,1019,0,78.4,5,2018,7,29,1,0.98
941,7/30/18,110,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",65.4,20,87.1,70,0,1019.5,0,75.9,6.8,2018,7,30,2,0.95
942,7/31/18,101,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",69.4,0,84,71.1,0.53,1018.6,0,75.8,4.4,2018,7,31,3,0.9
943,8/1/18,95,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71.6,22.9,89.1,71.1,0.26,1016.9,0,80.4,9.3,2018,8,1,4,0.83
944,8/2/18,78,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71.9,15,89.1,73.9,0.25,1018.8,0,78.9,5.9,2018,8,2,5,0.75
945,8/3/18,110,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71.6,24.1,86,73,1.03,1020.1,0,77.6,8.4,2018,8,3,6,0.66
946,8/4/18,114,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",70.2,0,90,73,0.42,1020,0,79.4,5.7,2018,8,4,7,0.56
947,8/5/18,93,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71.2,0,91,73,0.11,1021.3,0,81.4,4.4,2018,8,5,1,0.45
948,8/6/18,101,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71.7,0,91,73.9,0,1019.7,0,80.9,4.8,2018,8,6,2,0.34
949,8/7/18,96,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",73.2,21,91,73.9,0.18,1016.4,0,81.1,5.6,2018,8,7,3,0.24
950,8/8/18,92,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71.5,0,93.9,75,0.12,1013.2,0,82.5,4.2,2018,8,8,4,0.15
951,8/9/18,82,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",68.6,15,93.9,75,0,1011.5,0,83.7,7.3,2018,8,9,5,0.07
952,8/10/18,95,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",67.5,0,91.9,75,0,1012.6,0,83.8,5.1,2018,8,10,6,0.02
953,8/11/18,104,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",70.7,0,91.9,75,0,1012.6,0,82.6,4.7,2018,8,11,7,0
954,8/12/18,104,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",70.4,0,86,73.9,0.01,1015.4,0,78.9,4.9,2018,8,12,1,0.01
955,8/13/18,104,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",69.7,44.1,88,73,0.36,1015.4,0,78.4,5.3,2018,8,13,2,0.05
956,8/14/18,111,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",63.6,18.1,88,69.1,0,1013.7,0,77,7.2,2018,8,14,3,0.11
957,8/15/18,128,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",65.3,0,91.9,69.1,0,1015.7,0,81.1,6.2,2018,8,15,4,0.19
958,8/16/18,128,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",69.2,0,91.9,72,0,1018.1,0,82.2,4.6,2018,8,16,5,0.29
959,8/17/18,139,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",73.8,19,93.9,72.9,0,1017.6,0,83.9,7.3,2018,8,17,6,0.39
960,8/18/18,100,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",69.4,21,93.9,75.9,0,1012.9,0,81.9,5.9,2018,8,18,7,0.49
961,8/19/18,116,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",66.7,0,90,72,0,1012.6,0,79.5,6.9,2018,8,19,1,0.59
962,8/20/18,105,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",67.4,0,87.1,71.1,0,1017.9,0,75.7,8.8,2018,8,20,2,0.68
963,8/21/18,109,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71,35,82.4,73,0,1016.2,0,77.3,7,2018,8,21,3,0.77
964,8/22/18,103,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",69.1,35,86,72,2.46,1009.8,0,78.1,6.4,2018,8,22,4,0.84
965,8/23/18,106,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",55.1,19,86,66,0.02,1016.1,0,73.8,9.9,2018,8,23,5,0.91
966,8/24/18,131,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",56.7,0,84,63,0,1022.2,0,74.3,3.9,2018,8,24,6,0.95
967,8/25/18,112,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",59.9,0,84,63,0,1024,0,74.6,4.6,2018,8,25,7,0.98
968,8/26/18,129,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",64.1,0,88,66.9,0,1021.7,0,76.5,6.3,2018,8,26,1,1
969,8/27/18,129,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",72.3,0,91,68,0,1019.4,0,82,5,2018,8,27,2,0.99
970,8/28/18,106,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",75,0,93.9,75,0,1018.9,0,84.3,5.9,2018,8,28,3,0.97
971,8/29/18,103,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",75.6,0,93.9,78.1,0,1017.4,0,85.3,6.9,2018,8,29,4,0.93
972,8/30/18,102,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",70.5,0,93.9,78.1,0,1017.2,0,85.7,6.2,2018,8,30,5,0.87
973,8/31/18,96,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71.5,0,93,78.1,0.08,1019.9,0,83.8,4.7,2018,8,31,6,0.79
974,9/1/18,87,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",72.6,19,90,75,0.6,1022.9,0,79.4,8.4,2018,9,1,7,0.7
975,9/2/18,87,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71.8,28.9,89.1,73.4,0.47,1023.4,0,79.9,3.9,2018,9,2,1,0.6
976,9/3/18,104,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",74.5,0,93,73.9,0,1023.8,0,84.2,5.6,2018,9,3,2,0.49
977,9/4/18,93,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",75.1,0,95,78.1,0,1023.7,0,85.4,3.5,2018,9,4,3,0.38
978,9/5/18,114,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",73.8,0,95,78.1,0,1023,0,84.5,3.6,2018,9,5,4,0.27
979,9/6/18,84,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",73.9,0,93,78.1,0,1021.1,0,85.2,6.5,2018,9,6,5,0.17
980,9/7/18,104,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",70.5,0,90,73,0,1019.8,0,82.4,5.7,2018,9,7,6,0.09
981,9/8/18,94,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",68.5,26,75.9,66,2.89,1017.7,0,72.8,8.7,2018,9,8,7,0.03
982,9/9/18,103,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",60.8,26,77,62.1,1.12,1017.9,0,64.7,12.1,2018,9,9,1,0
983,9/10/18,108,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",63.8,24.1,75.9,62.1,0.93,1017.5,0,68.1,8.8,2018,9,10,2,0
984,9/11/18,107,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",70.2,0,77,64.9,0.01,1018.8,0,73.8,5.5,2018,9,11,3,0.03
985,9/12/18,127,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",69.3,0,86,71.1,0,1021.7,0,75.8,3.9,2018,9,12,4,0.08
986,9/13/18,105,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71.5,0,86,71.1,0.01,1022,0,76.4,7.5,2018,9,13,5,0.15
987,9/14/18,110,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",69.9,0,82,72,0,1020.7,0,74.7,12,2018,9,14,6,0.24
988,9/15/18,112,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",68.6,0,82,70,0,1020.7,0,75.1,9.7,2018,9,15,7,0.33
989,9/16/18,118,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",67.2,0,82.9,69.1,0,1021.3,0,74.5,7.5,2018,9,16,1,0.43
990,9/17/18,106,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",71.7,27,80.1,72,0,1019.1,0,76.1,8.4,2018,9,17,2,0.52
991,9/18/18,86,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",72.6,21,84,75,1.36,1009.5,0,78.1,7,2018,9,18,3,0.62
992,9/19/18,94,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",66.7,0,87.8,73,0.12,1012.3,0,79.1,8.4,2018,9,19,4,0.71
993,9/20/18,105,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",67.4,0,87.1,69.1,0,1019.6,0,75.7,4.1,2018,9,20,5,0.79
994,9/21/18,129,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",66.3,0,82.9,68,0,1021.5,0,72.9,8.1,2018,9,21,6,0.86
995,9/22/18,109,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",65.8,0,80.1,68,0.29,1018.8,0,75.2,9.1,2018,9,22,7,0.92
996,9/23/18,122,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",57.5,19,80.1,61,0.19,1022.6,0,64,8,2018,9,23,1,0.96
997,9/24/18,110,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",61.6,20,68,63,0.6,1025.7,0,65.1,8.7,2018,9,24,2,0.99
998,9/25/18,93,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",67.4,0,82,63,0.26,1023.2,0,72.1,6.1,2018,9,25,3,1
999,9/26/18,87,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",70.8,22,87.1,68,0.05,1015.7,0,76.9,8.2,2018,9,26,4,0.99
1000,9/27/18,108,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",60.1,0,87.1,59,0.19,1018.5,0,67.9,8,2018,9,27,5,0.95
1001,9/28/18,116,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",56.7,17.1,77,59,0.9,1017.9,0,64.9,6.3,2018,9,28,6,0.9
1002,9/29/18,119,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",58.5,0,80.1,60.1,0.31,1022.4,0,69.8,4.8,2018,9,29,7,0.83
1003,9/30/18,100,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",56.4,0,80.1,60.1,0,1026.3,0,68.2,5.1,2018,9,30,1,0.74
1004,10/1/18,98,72405013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",63.2,0,81,60.1,0,1025.5,0,70.8,6.3,2018,10,1,2,0.63
