DATE,Day,Date,Month,Year,Illum
2017-08-27,1,27,8,2017,0.3
2017-08-28,2,28,8,2017,0.39
2017-08-29,3,29,8,2017,0.49
2017-08-30,4,30,8,2017,0.58
2017-08-31,5,31,8,2017,0.67
2017-01-09,6,1,9,2017,0.76
2017-02-09,7,2,9,2017,0.84
2017-03-09,1,3,9,2017,0.9
2017-04-09,2,4,9,2017,0.95
2017-05-09,3,5,9,2017,0.99
2017-06-09,4,6,9,2017,1
2017-07-09,5,7,9,2017,0.99
2017-08-09,6,8,9,2017,0.96
2017-09-09,7,9,9,2017,0.9
2017-10-09,1,10,9,2017,0.82
2017-11-09,2,11,9,2017,0.73
2017-12-09,3,12,9,2017,0.62
2017-09-13,4,13,9,2017,0.51
2017-09-14,5,14,9,2017,0.39
2017-09-15,6,15,9,2017,0.29
2017-09-16,7,16,9,2017,0.19
2017-09-17,1,17,9,2017,0.11
2017-09-18,2,18,9,2017,0.05
2017-09-19,3,19,9,2017,0.01
2017-09-20,4,20,9,2017,0
2017-09-21,5,21,9,2017,0.01
2017-09-22,6,22,9,2017,0.04
2017-09-23,7,23,9,2017,0.1
2017-09-24,1,24,9,2017,0.16
2017-09-25,2,25,9,2017,0.24
2017-09-26,3,26,9,2017,0.32
2017-09-27,4,27,9,2017,0.42
2017-09-28,5,28,9,2017,0.51
2017-09-29,6,29,9,2017,0.6
2017-09-30,7,30,9,2017,0.7
2017-01-10,1,1,10,2017,0.78
2017-02-10,2,2,10,2017,0.86
2017-03-10,3,3,10,2017,0.92
2017-04-10,4,4,10,2017,0.97
2017-05-10,5,5,10,2017,1
2017-06-10,6,6,10,2017,1
2017-07-10,7,7,10,2017,0.97
2017-08-10,1,8,10,2017,0.92
2017-09-10,2,9,10,2017,0.85
2017-10-10,3,10,10,2017,0.75
2017-11-10,4,11,10,2017,0.65
2017-12-10,5,12,10,2017,0.54
2017-10-13,6,13,10,2017,0.42
2017-10-14,7,14,10,2017,0.32
2017-10-15,1,15,10,2017,0.22
2017-10-16,2,16,10,2017,0.14
2017-10-17,3,17,10,2017,0.07
2017-10-18,4,18,10,2017,0.03
2017-10-19,5,19,10,2017,0.01
2017-10-20,6,20,10,2017,0
2017-10-21,7,21,10,2017,0.02
2017-10-22,1,22,10,2017,0.06
2017-10-23,2,23,10,2017,0.11
2017-10-24,3,24,10,2017,0.18
2017-10-25,4,25,10,2017,0.25
2017-10-26,5,26,10,2017,0.34
2017-10-27,6,27,10,2017,0.43
2017-10-28,7,28,10,2017,0.53
2017-10-29,1,29,10,2017,0.62
2017-10-30,2,30,10,2017,0.72
2017-10-31,3,31,10,2017,0.81
2017-01-11,4,1,11,2017,0.88
2017-02-11,5,2,11,2017,0.94
2017-03-11,6,3,11,2017,0.98
2017-04-11,7,4,11,2017,1
2017-05-11,1,5,11,2017,0.98
2017-06-11,2,6,11,2017,0.94
2017-07-11,3,7,11,2017,0.87
2017-08-11,4,8,11,2017,0.79
2017-09-11,5,9,11,2017,0.68
2017-10-11,6,10,11,2017,0.57
2017-11-11,7,11,11,2017,0.46
2017-12-11,1,12,11,2017,0.36
2017-11-13,2,13,11,2017,0.26
2017-11-14,3,14,11,2017,0.17
2017-11-15,4,15,11,2017,0.1
2017-11-16,5,16,11,2017,0.05
2017-11-17,6,17,11,2017,0.02
2017-11-18,7,18,11,2017,0
2017-11-19,1,19,11,2017,0.01
2017-11-20,2,20,11,2017,0.03
2017-11-21,3,21,11,2017,0.07
2017-11-22,4,22,11,2017,0.12
2017-11-23,5,23,11,2017,0.19
2017-11-24,6,24,11,2017,0.27
2017-11-25,7,25,11,2017,0.36
2017-11-26,1,26,11,2017,0.45
2017-11-27,2,27,11,2017,0.55
2017-11-28,3,28,11,2017,0.65
2017-11-29,4,29,11,2017,0.75
2017-11-30,5,30,11,2017,0.84
2017-01-12,6,1,12,2017,0.91
2017-02-12,7,2,12,2017,0.97
2017-03-12,1,3,12,2017,1
2017-04-12,2,4,12,2017,0.99
2017-05-12,3,5,12,2017,0.96
2017-06-12,4,6,12,2017,0.9
2017-07-12,5,7,12,2017,0.82
2017-08-12,6,8,12,2017,0.73
2017-09-12,7,9,12,2017,0.62
2017-10-12,1,10,12,2017,0.51
2017-11-12,2,11,12,2017,0.41
2017-12-12,3,12,12,2017,0.31
2017-12-13,4,13,12,2017,0.22
2017-12-14,5,14,12,2017,0.15
2017-12-15,6,15,12,2017,0.09
2017-12-16,7,16,12,2017,0.04
2017-12-17,1,17,12,2017,0.01
2017-12-18,2,18,12,2017,0
2017-12-19,3,19,12,2017,0.01
2017-12-20,4,20,12,2017,0.03
2017-12-21,5,21,12,2017,0.08
2017-12-22,6,22,12,2017,0.13
2017-12-23,7,23,12,2017,0.2
2017-12-24,1,24,12,2017,0.29
2017-12-25,2,25,12,2017,0.38
2017-12-26,3,26,12,2017,0.48
2017-12-27,4,27,12,2017,0.59
2017-12-28,5,28,12,2017,0.69
2017-12-29,6,29,12,2017,0.79
2017-12-30,7,30,12,2017,0.88
2017-12-31,1,31,12,2017,0.94
2018-01-01,2,1,1,2018,0.99
2018-02-01,3,2,1,2018,1
2018-03-01,4,3,1,2018,0.98
2018-04-01,5,4,1,2018,0.93
2018-05-01,6,5,1,2018,0.86
2018-06-01,7,6,1,2018,0.78
2018-07-01,1,7,1,2018,0.68
2018-08-01,2,8,1,2018,0.58
2018-09-01,3,9,1,2018,0.47
2018-10-01,4,10,1,2018,0.37
2018-11-01,5,11,1,2018,0.28
2018-12-01,6,12,1,2018,0.2
2018-01-13,7,13,1,2018,0.13
2018-01-14,1,14,1,2018,0.07
2018-01-15,2,15,1,2018,0.03
2018-01-16,3,16,1,2018,0.01
2018-01-17,4,17,1,2018,0
2018-01-18,5,18,1,2018,0.01
2018-01-19,6,19,1,2018,0.04
2018-01-20,7,20,1,2018,0.09
2018-01-21,1,21,1,2018,0.15
2018-01-22,2,22,1,2018,0.23
2018-01-23,3,23,1,2018,0.32
2018-01-24,4,24,1,2018,0.42
2018-01-25,5,25,1,2018,0.53
2018-01-26,6,26,1,2018,0.64
2018-01-27,7,27,1,2018,0.75
2018-01-28,1,28,1,2018,0.84
2018-01-29,2,29,1,2018,0.92
2018-01-30,3,30,1,2018,0.97
2018-01-31,4,31,1,2018,1
2018-01-02,5,1,2,2018,0.99
2018-02-02,6,2,2,2018,0.96
2018-03-02,7,3,2,2018,0.9
2018-04-02,1,4,2,2018,0.83
2018-05-02,2,5,2,2018,0.74
2018-06-02,3,6,2,2018,0.64
2018-07-02,4,7,2,2018,0.55
2018-08-02,5,8,2,2018,0.45
2018-09-02,6,9,2,2018,0.35
2018-10-02,7,10,2,2018,0.27
2018-11-02,1,11,2,2018,0.19
2018-12-02,2,12,2,2018,0.12
2018-02-13,3,13,2,2018,0.07
2018-02-14,4,14,2,2018,0.03
2018-02-15,5,15,2,2018,0
2018-02-16,6,16,2,2018,0
2018-02-17,7,17,2,2018,0.02
2018-02-18,1,18,2,2018,0.05
2018-02-19,2,19,2,2018,0.11
2018-02-20,3,20,2,2018,0.18
2018-02-21,4,21,2,2018,0.27
2018-02-22,5,22,2,2018,0.38
2018-02-23,6,23,2,2018,0.49
2018-02-24,7,24,2,2018,0.6
2018-02-25,1,25,2,2018,0.71
2018-02-26,2,26,2,2018,0.81
2018-02-27,3,27,2,2018,0.89
2018-02-28,4,28,2,2018,0.95
2018-01-03,5,1,3,2018,0.99
2018-02-03,6,2,3,2018,1
2018-03-03,7,3,3,2018,0.98
2018-04-03,1,4,3,2018,0.94
2018-05-03,2,5,3,2018,0.88
2018-06-03,3,6,3,2018,0.8
2018-07-03,4,7,3,2018,0.71
2018-08-03,5,8,3,2018,0.62
2018-09-03,6,9,3,2018,0.53
2018-10-03,7,10,3,2018,0.43
2018-11-03,1,11,3,2018,0.34
2018-12-03,2,12,3,2018,0.25
2018-03-13,3,13,3,2018,0.18
2018-03-14,4,14,3,2018,0.11
2018-03-15,5,15,3,2018,0.06
2018-03-16,6,16,3,2018,0.02
2018-03-17,7,17,3,2018,0
2018-03-18,1,18,3,2018,0.01
2018-03-19,2,19,3,2018,0.03
2018-03-20,3,20,3,2018,0.08
2018-03-21,4,21,3,2018,0.15
2018-03-22,5,22,3,2018,0.24
2018-03-23,6,23,3,2018,0.34
2018-03-24,7,24,3,2018,0.45
2018-03-25,1,25,3,2018,0.57
2018-03-26,2,26,3,2018,0.68
2018-03-27,3,27,3,2018,0.78
2018-03-28,4,28,3,2018,0.87
2018-03-29,5,29,3,2018,0.93
2018-03-30,6,30,3,2018,0.98
2018-03-31,7,31,3,2018,1
2018-01-04,1,1,4,2018,0.99
2018-02-04,2,2,4,2018,0.97
2018-03-04,3,3,4,2018,0.92
2018-04-04,4,4,4,2018,0.86
2018-05-04,5,5,4,2018,0.78
2018-06-04,6,6,4,2018,0.69
2018-07-04,7,7,4,2018,0.6
2018-08-04,1,8,4,2018,0.51
2018-09-04,2,9,4,2018,0.42
2018-10-04,3,10,4,2018,0.32
2018-11-04,4,11,4,2018,0.24
2018-12-04,5,12,4,2018,0.16
2018-04-13,6,13,4,2018,0.09
2018-04-14,7,14,4,2018,0.04
2018-04-15,1,15,4,2018,0.01
2018-04-16,2,16,4,2018,0
2018-04-17,3,17,4,2018,0.02
2018-04-18,4,18,4,2018,0.06
2018-04-19,5,19,4,2018,0.12
2018-04-20,6,20,4,2018,0.21
2018-04-21,7,21,4,2018,0.31
2018-04-22,1,22,4,2018,0.42
2018-04-23,2,23,4,2018,0.54
2018-04-24,3,24,4,2018,0.65
2018-04-25,4,25,4,2018,0.75
2018-04-26,5,26,4,2018,0.84
2018-04-27,6,27,4,2018,0.91
2018-04-28,7,28,4,2018,0.96
2018-04-29,1,29,4,2018,0.99
2018-04-30,2,30,4,2018,1
2018-01-05,3,1,5,2018,0.98
2018-02-05,4,2,5,2018,0.95
2018-03-05,5,3,5,2018,0.9
2018-04-05,6,4,5,2018,0.84
2018-05-05,7,5,5,2018,0.76
2018-06-05,1,6,5,2018,0.68
2018-07-05,2,7,5,2018,0.58
2018-08-05,3,8,5,2018,0.49
2018-09-05,4,9,5,2018,0.39
2018-10-05,5,10,5,2018,0.3
2018-11-05,6,11,5,2018,0.21
2018-12-05,7,12,5,2018,0.13
2018-05-13,1,13,5,2018,0.07
2018-05-14,2,14,5,2018,0.02
2018-05-15,3,15,5,2018,0
2018-05-16,4,16,5,2018,0.01
2018-05-17,5,17,5,2018,0.04
2018-05-18,6,18,5,2018,0.1
2018-05-19,7,19,5,2018,0.19
2018-05-20,1,20,5,2018,0.28
2018-05-21,2,21,5,2018,0.39
2018-05-22,3,22,5,2018,0.51
2018-05-23,4,23,5,2018,0.62
2018-05-24,5,24,5,2018,0.72
2018-05-25,6,25,5,2018,0.81
2018-05-26,7,26,5,2018,0.88
2018-05-27,1,27,5,2018,0.94
2018-05-28,2,28,5,2018,0.98
2018-05-29,3,29,5,2018,1
2018-05-30,4,30,5,2018,1
2018-05-31,5,31,5,2018,0.97
2018-01-06,6,1,6,2018,0.94
2018-02-06,7,2,6,2018,0.88
2018-03-06,1,3,6,2018,0.82
2018-04-06,2,4,6,2018,0.74
2018-05-06,3,5,6,2018,0.65
2018-06-06,4,6,6,2018,0.56
2018-07-06,5,7,6,2018,0.46
2018-08-06,6,8,6,2018,0.36
2018-09-06,7,9,6,2018,0.26
2018-10-06,1,10,6,2018,0.17
2018-11-06,2,11,6,2018,0.1
2018-12-06,3,12,6,2018,0.04
2018-06-13,4,13,6,2018,0.01
2018-06-14,5,14,6,2018,0
2018-06-15,6,15,6,2018,0.03
2018-06-16,7,16,6,2018,0.08
2018-06-17,1,17,6,2018,0.16
2018-06-18,2,18,6,2018,0.26
2018-06-19,3,19,6,2018,0.36
2018-06-20,4,20,6,2018,0.47
2018-06-21,5,21,6,2018,0.58
2018-06-22,6,22,6,2018,0.68
2018-06-23,7,23,6,2018,0.78
2018-06-24,1,24,6,2018,0.85
2018-06-25,2,25,6,2018,0.92
2018-06-26,3,26,6,2018,0.96
2018-06-27,4,27,6,2018,0.99
2018-06-28,5,28,6,2018,1
2018-06-29,6,29,6,2018,0.99
2018-06-30,7,30,6,2018,0.96
2018-01-07,1,1,7,2018,0.92
2018-02-07,2,2,7,2018,0.86
2018-03-07,3,3,7,2018,0.79
2018-04-07,4,4,7,2018,0.71
2018-05-07,5,5,7,2018,0.61
2018-06-07,6,6,7,2018,0.51
2018-07-07,7,7,7,2018,0.41
2018-08-07,1,8,7,2018,0.31
2018-09-07,2,9,7,2018,0.21
2018-10-07,3,10,7,2018,0.12
2018-11-07,4,11,7,2018,0.06
2018-12-07,5,12,7,2018,0.01
2018-07-13,6,13,7,2018,0
2018-07-14,7,14,7,2018,0.02
2018-07-15,1,15,7,2018,0.07
2018-07-16,2,16,7,2018,0.14
2018-07-17,3,17,7,2018,0.23
2018-07-18,4,18,7,2018,0.33
2018-07-19,5,19,7,2018,0.44
2018-07-20,6,20,7,2018,0.54
2018-07-21,7,21,7,2018,0.64
2018-07-22,1,22,7,2018,0.73
2018-07-23,2,23,7,2018,0.82
2018-07-24,3,24,7,2018,0.88
2018-07-25,4,25,7,2018,0.94
2018-07-26,5,26,7,2018,0.98
2018-07-27,6,27,7,2018,1
2018-07-28,7,28,7,2018,1
2018-07-29,1,29,7,2018,0.98
2018-07-30,2,30,7,2018,0.95
2018-07-31,3,31,7,2018,0.9
2018-01-08,4,1,8,2018,0.83
2018-02-08,5,2,8,2018,0.75
2018-03-08,6,3,8,2018,0.66
2018-04-08,7,4,8,2018,0.56
2018-05-08,1,5,8,2018,0.45
2018-06-08,2,6,8,2018,0.34
2018-07-08,3,7,8,2018,0.24
2018-08-08,4,8,8,2018,0.15
2018-09-08,5,9,8,2018,0.07
2018-10-08,6,10,8,2018,0.02
2018-11-08,7,11,8,2018,0
2018-12-08,1,12,8,2018,0.01
2018-08-13,2,13,8,2018,0.05
2018-08-14,3,14,8,2018,0.11
2018-08-15,4,15,8,2018,0.19
2018-08-16,5,16,8,2018,0.29
2018-08-17,6,17,8,2018,0.39
2018-08-18,7,18,8,2018,0.49
2018-08-19,1,19,8,2018,0.59
2018-08-20,2,20,8,2018,0.68
2018-08-21,3,21,8,2018,0.77
2018-08-22,4,22,8,2018,0.84
2018-08-23,5,23,8,2018,0.91
2018-08-24,6,24,8,2018,0.95
2018-08-25,7,25,8,2018,0.98
2018-08-26,1,26,8,2018,1
2018-08-27,2,27,8,2018,0.99
2018-08-28,3,28,8,2018,0.97
2018-08-29,4,29,8,2018,0.93
2018-08-30,5,30,8,2018,0.87
2018-08-31,6,31,8,2018,0.79
2018-01-09,7,1,9,2018,0.7
2018-02-09,1,2,9,2018,0.6
2018-03-09,2,3,9,2018,0.49
2018-04-09,3,4,9,2018,0.38
2018-05-09,4,5,9,2018,0.27
2018-06-09,5,6,9,2018,0.17
2018-07-09,6,7,9,2018,0.09
2018-08-09,7,8,9,2018,0.03
2018-09-09,1,9,9,2018,0
2018-10-09,2,10,9,2018,0
2018-11-09,3,11,9,2018,0.03
2018-12-09,4,12,9,2018,0.08
2018-09-13,5,13,9,2018,0.15
2018-09-14,6,14,9,2018,0.24
2018-09-15,7,15,9,2018,0.33
2018-09-16,1,16,9,2018,0.43
2018-09-17,2,17,9,2018,0.52
2018-09-18,3,18,9,2018,0.62
2018-09-19,4,19,9,2018,0.71
2018-09-20,5,20,9,2018,0.79
2018-09-21,6,21,9,2018,0.86
2018-09-22,7,22,9,2018,0.92
2018-09-23,1,23,9,2018,0.96
2018-09-24,2,24,9,2018,0.99
2018-09-25,3,25,9,2018,1
2018-09-26,4,26,9,2018,0.99
2018-09-27,5,27,9,2018,0.95
2018-09-28,6,28,9,2018,0.9
2018-09-29,7,29,9,2018,0.83
2018-09-30,1,30,9,2018,0.74
2018-01-10,2,1,10,2018,0.63
2018-02-10,3,2,10,2018,0.52
2018-03-10,4,3,10,2018,0.41
2018-04-10,5,4,10,2018,0.3
2018-05-10,6,5,10,2018,0.2
2018-06-10,7,6,10,2018,0.11
2018-07-10,1,7,10,2018,0.05
2018-08-10,2,8,10,2018,0.01
2018-09-10,3,9,10,2018,0
2018-10-10,4,10,10,2018,0.02
2018-11-10,5,11,10,2018,0.05
2018-12-10,6,12,10,2018,0.11
2018-10-13,7,13,10,2018,0.18
2018-10-14,1,14,10,2018,0.27
2018-10-15,2,15,10,2018,0.36
2018-10-16,3,16,10,2018,0.45
2018-10-17,4,17,10,2018,0.54
2018-10-18,5,18,10,2018,0.64
2018-10-19,6,19,10,2018,0.72
2018-10-20,7,20,10,2018,0.81
2018-10-21,1,21,10,2018,0.88
2018-10-22,2,22,10,2018,0.93
2018-10-23,3,23,10,2018,0.97
2018-10-24,4,24,10,2018,1
2018-10-25,5,25,10,2018,1
2018-10-26,6,26,10,2018,0.97
2018-10-27,7,27,10,2018,0.92
2018-10-28,1,28,10,2018,0.86
2018-10-29,2,29,10,2018,0.77
2018-10-30,3,30,10,2018,0.67
2018-10-31,4,31,10,2018,0.56
2018-01-11,5,1,11,2018,0.44
2018-02-11,6,2,11,2018,0.33
2018-03-11,7,3,11,2018,0.23
2018-04-11,1,4,11,2018,0.14
2018-05-11,2,5,11,2018,0.07
2018-06-11,3,6,11,2018,0.03
2018-07-11,4,7,11,2018,0
2018-08-11,5,8,11,2018,0
2018-09-11,6,9,11,2018,0.03
2018-10-11,7,10,11,2018,0.07
2018-11-11,1,11,11,2018,0.13
2018-12-11,2,12,11,2018,0.2
2018-11-13,3,13,11,2018,0.28
2018-11-14,4,14,11,2018,0.37
2018-11-15,5,15,11,2018,0.46
2018-11-16,6,16,11,2018,0.56
2018-11-17,7,17,11,2018,0.65
2018-11-18,1,18,11,2018,0.74
2018-11-19,2,19,11,2018,0.82
2018-11-20,3,20,11,2018,0.89
2018-11-21,4,21,11,2018,0.95
2018-11-22,5,22,11,2018,0.98
2018-11-23,6,23,11,2018,1
2018-11-24,7,24,11,2018,0.99
2018-11-25,1,25,11,2018,0.95
2018-11-26,2,26,11,2018,0.89
2018-11-27,3,27,11,2018,0.8
2018-11-28,4,28,11,2018,0.7
2018-11-29,5,29,11,2018,0.59
2018-11-30,6,30,11,2018,0.48
2018-01-12,7,1,12,2018,0.37
2018-02-12,1,2,12,2018,0.27
2018-03-12,2,3,12,2018,0.18
2018-04-12,3,4,12,2018,0.1
2018-05-12,4,5,12,2018,0.05
2018-06-12,5,6,12,2018,0.01
2018-07-12,6,7,12,2018,0
2018-08-12,7,8,12,2018,0.01
2018-09-12,1,9,12,2018,0.04
2018-10-12,2,10,12,2018,0.08
2018-11-12,3,11,12,2018,0.14
2018-12-12,4,12,12,2018,0.21
2018-12-13,5,13,12,2018,0.29
2018-12-14,6,14,12,2018,0.38
2018-12-15,7,15,12,2018,0.47
2018-12-16,1,16,12,2018,0.57
2018-12-17,2,17,12,2018,0.67
2018-12-18,3,18,12,2018,0.76
2018-12-19,4,19,12,2018,0.84
2018-12-20,5,20,12,2018,0.91
2018-12-21,6,21,12,2018,0.97
2018-12-22,7,22,12,2018,1
2018-12-23,1,23,12,2018,1
2018-12-24,2,24,12,2018,0.97
2018-12-25,3,25,12,2018,0.91
2018-12-26,4,26,12,2018,0.84
2018-12-27,5,27,12,2018,0.74
2018-12-28,6,28,12,2018,0.63
2018-12-29,7,29,12,2018,0.52
2018-12-30,1,30,12,2018,0.41
2018-12-31,2,31,12,2018,0.31
2019-01-01,3,1,1,2019,0.22
2019-02-01,4,2,1,2019,0.14
2019-03-01,5,3,1,2019,0.08
2019-04-01,6,4,1,2019,0.03
2019-05-01,7,5,1,2019,0.01
2019-06-01,1,6,1,2019,0
2019-07-01,2,7,1,2019,0.01
2019-08-01,3,8,1,2019,0.04
2019-09-01,4,9,1,2019,0.09
2019-10-01,5,10,1,2019,0.15
2019-11-01,6,11,1,2019,0.22
2019-12-01,7,12,1,2019,0.3
2019-01-13,1,13,1,2019,0.4
2019-01-14,2,14,1,2019,0.49
2019-01-15,3,15,1,2019,0.6
2019-01-16,4,16,1,2019,0.7
2019-01-17,5,17,1,2019,0.79
2019-01-18,6,18,1,2019,0.87
2019-01-19,7,19,1,2019,0.94
2019-01-20,1,20,1,2019,0.98
2019-01-21,2,21,1,2019,1
2019-01-22,3,22,1,2019,0.98
2019-01-23,4,23,1,2019,0.94
2019-01-24,5,24,1,2019,0.87
2019-01-25,6,25,1,2019,0.78
2019-01-26,7,26,1,2019,0.68
2019-01-27,1,27,1,2019,0.57
2019-01-28,2,28,1,2019,0.47
2019-01-29,3,29,1,2019,0.36
2019-01-30,4,30,1,2019,0.27
2019-01-31,5,31,1,2019,0.19
2019-01-02,6,1,2,2019,0.12
2019-02-02,7,2,2,2019,0.06
2019-03-02,1,3,2,2019,0.02
2019-04-02,2,4,2,2019,0
2019-05-02,3,5,2,2019,0
2019-06-02,4,6,2,2019,0.02
2019-07-02,5,7,2,2019,0.05
2019-08-02,6,8,2,2019,0.1
2019-09-02,7,9,2,2019,0.16
2019-10-02,1,10,2,2019,0.24
2019-11-02,2,11,2,2019,0.33
2019-12-02,3,12,2,2019,0.43
2019-02-13,4,13,2,2019,0.53
2019-02-14,5,14,2,2019,0.64
2019-02-15,6,15,2,2019,0.74
2019-02-16,7,16,2,2019,0.83
2019-02-17,1,17,2,2019,0.91
2019-02-18,2,18,2,2019,0.97
2019-02-19,3,19,2,2019,1
2019-02-20,4,20,2,2019,0.99
2019-02-21,5,21,2,2019,0.96
2019-02-22,6,22,2,2019,0.9
2019-02-23,7,23,2,2019,0.83
2019-02-24,1,24,2,2019,0.73
2019-02-25,2,25,2,2019,0.63
2019-02-26,3,26,2,2019,0.53
2019-02-27,4,27,2,2019,0.43
2019-02-28,5,28,2,2019,0.33
2019-01-03,6,1,3,2019,0.24
2019-02-03,7,2,3,2019,0.17
2019-03-03,1,3,3,2019,0.1
2019-04-03,2,4,3,2019,0.05
2019-05-03,3,5,3,2019,0.02
2019-06-03,4,6,3,2019,0
2019-07-03,5,7,3,2019,0
2019-08-03,6,8,3,2019,0.02
2019-09-03,7,9,3,2019,0.06
2019-10-03,1,10,3,2019,0.12
2019-11-03,2,11,3,2019,0.19
2019-12-03,3,12,3,2019,0.27
2019-03-13,4,13,3,2019,0.37
2019-03-14,5,14,3,2019,0.48
2019-03-15,6,15,3,2019,0.59
2019-03-16,7,16,3,2019,0.69
2019-03-17,1,17,3,2019,0.8
2019-03-18,2,18,3,2019,0.88
2019-03-19,3,19,3,2019,0.95
2019-03-20,4,20,3,2019,0.99
2019-03-21,5,21,3,2019,1
2019-03-22,6,22,3,2019,0.98
2019-03-23,7,23,3,2019,0.93
2019-03-24,1,24,3,2019,0.87
2019-03-25,2,25,3,2019,0.79
2019-03-26,3,26,3,2019,0.69
2019-03-27,4,27,3,2019,0.6
2019-03-28,5,28,3,2019,0.5
2019-03-29,6,29,3,2019,0.4
2019-03-30,7,30,3,2019,0.31
2019-03-31,1,31,3,2019,0.23
2019-01-04,2,1,4,2019,0.15
2019-02-04,3,2,4,2019,0.09
2019-03-04,4,3,4,2019,0.05
2019-04-04,5,4,4,2019,0.01
2019-05-04,6,5,4,2019,0
2019-06-04,7,6,4,2019,0.01
2019-07-04,1,7,4,2019,0.04
2019-08-04,2,8,4,2019,0.08
2019-09-04,3,9,4,2019,0.15
2019-10-04,4,10,4,2019,0.23
2019-11-04,5,11,4,2019,0.33
2019-12-04,6,12,4,2019,0.44
2019-04-13,7,13,4,2019,0.55
2019-04-14,1,14,4,2019,0.66
2019-04-15,2,15,4,2019,0.76
2019-04-16,3,16,4,2019,0.86
2019-04-17,4,17,4,2019,0.93
2019-04-18,5,18,4,2019,0.98
2019-04-19,6,19,4,2019,1
2019-04-20,7,20,4,2019,0.99
2019-04-21,1,21,4,2019,0.96
2019-04-22,2,22,4,2019,0.91
2019-04-23,3,23,4,2019,0.84
2019-04-24,4,24,4,2019,0.75
2019-04-25,5,25,4,2019,0.66
2019-04-26,6,26,4,2019,0.57
2019-04-27,7,27,4,2019,0.47
2019-04-28,1,28,4,2019,0.38
2019-04-29,2,29,4,2019,0.29
2019-04-30,3,30,4,2019,0.21
2019-01-05,4,1,5,2019,0.14
2019-02-05,5,2,5,2019,0.08
2019-03-05,6,3,5,2019,0.03
2019-04-05,7,4,5,2019,0.01
2019-05-05,1,5,5,2019,0
2019-06-05,2,6,5,2019,0.02
2019-07-05,3,7,5,2019,0.06
2019-08-05,4,8,5,2019,0.12
2019-09-05,5,9,5,2019,0.2
2019-10-05,6,10,5,2019,0.3
2019-11-05,7,11,5,2019,0.41
2019-12-05,1,12,5,2019,0.52
2019-05-13,2,13,5,2019,0.63
2019-05-14,3,14,5,2019,0.74
2019-05-15,4,15,5,2019,0.83
2019-05-16,5,16,5,2019,0.91
2019-05-17,6,17,5,2019,0.96
2019-05-18,7,18,5,2019,0.99
2019-05-19,1,19,5,2019,1
2019-05-20,2,20,5,2019,0.98
2019-05-21,3,21,5,2019,0.94
2019-05-22,4,22,5,2019,0.88
2019-05-23,5,23,5,2019,0.81
2019-05-24,6,24,5,2019,0.73
2019-05-25,7,25,5,2019,0.64
2019-05-26,1,26,5,2019,0.55
2019-05-27,2,27,5,2019,0.45
2019-05-28,3,28,5,2019,0.36
2019-05-29,4,29,5,2019,0.27
2019-05-30,5,30,5,2019,0.19
2019-05-31,6,31,5,2019,0.12
2019-01-06,7,1,6,2019,0.06
2019-02-06,1,2,6,2019,0.02
2019-03-06,2,3,6,2019,0
2019-04-06,3,4,6,2019,0.01
2019-05-06,4,5,6,2019,0.04
2019-06-06,5,6,6,2019,0.1
2019-07-06,6,7,6,2019,0.18
2019-08-06,7,8,6,2019,0.27
2019-09-06,1,9,6,2019,0.38
2019-10-06,2,10,6,2019,0.5
2019-11-06,3,11,6,2019,0.61
2019-12-06,4,12,6,2019,0.72
2019-06-13,5,13,6,2019,0.81
2019-06-14,6,14,6,2019,0.89
2019-06-15,7,15,6,2019,0.95
2019-06-16,1,16,6,2019,0.98
2019-06-17,2,17,6,2019,1
2019-06-18,3,18,6,2019,0.99
2019-06-19,4,19,6,2019,0.97
2019-06-20,5,20,6,2019,0.92
2019-06-21,6,21,6,2019,0.86
2019-06-22,7,22,6,2019,0.79
2019-06-23,1,23,6,2019,0.7
2019-06-24,2,24,6,2019,0.61
2019-06-25,3,25,6,2019,0.52
2019-06-26,4,26,6,2019,0.42
2019-06-27,5,27,6,2019,0.33
2019-06-28,6,28,6,2019,0.24
2019-06-29,7,29,6,2019,0.16
2019-06-30,1,30,6,2019,0.09
2019-01-07,2,1,7,2019,0.03
2019-02-07,3,2,7,2019,0
2019-03-07,4,3,7,2019,0
2019-04-07,5,4,7,2019,0.03
2019-05-07,6,5,7,2019,0.08
2019-06-07,7,6,7,2019,0.16
2019-07-07,1,7,7,2019,0.25
2019-08-07,2,8,7,2019,0.36
2019-09-07,3,9,7,2019,0.47
2019-10-07,4,10,7,2019,0.59
2019-11-07,5,11,7,2019,0.69
2019-12-07,6,12,7,2019,0.79
2019-07-13,7,13,7,2019,0.87
2019-07-14,1,14,7,2019,0.93
2019-07-15,2,15,7,2019,0.97
2019-07-16,3,16,7,2019,1
2019-07-17,4,17,7,2019,1
2019-07-18,5,18,7,2019,0.98
2019-07-19,6,19,7,2019,0.95
2019-07-20,7,20,7,2019,0.9
2019-07-21,1,21,7,2019,0.84
2019-07-22,2,22,7,2019,0.76
2019-07-23,3,23,7,2019,0.68
2019-07-24,4,24,7,2019,0.58
2019-07-25,5,25,7,2019,0.49
2019-07-26,6,26,7,2019,0.39
2019-07-27,7,27,7,2019,0.29
2019-07-28,1,28,7,2019,0.2
2019-07-29,2,29,7,2019,0.12
2019-07-30,3,30,7,2019,0.05
2019-07-31,4,31,7,2019,0.01
2019-01-08,5,1,8,2019,0
