STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WT01,WT03,WT04,WT06,WT11
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/19/2017,,,0,0,0,76,67,69,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/20/2017,,,0,0,0,84,69,70,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/21/2017,,,0,0,0,87,64,64,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/22/2017,,,0,0,0,88,64,68,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/23/2017,,,0,0,0,83,60,69,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/24/2017,,,0,0,0,89,62,64,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/25/2017,,,0,0,0,90,64,68,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/26/2017,,,0,0,0,91,67,69,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/27/2017,,,0,0,0,86,67,71,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/28/2017,,,0,0,0,91,69,74,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/29/2017,,,0,0,0,81,53,54,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/30/2017,,,0,0,0,74,54,59,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/1/2017,,,0,0,0,68,47,54,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/2/2017,,,0,0,0,71,47,47,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/3/2017,,,0,0,0,75,47,54,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/4/2017,,,0,0,0,75,50,54,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/5/2017,,,0,0,0,77,54,56,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/6/2017,,,0,0,0,83,56,62,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/7/2017,,,0,0,0,84,61,65,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/8/2017,,,0,0,0,85,,76,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/9/2017,,,0.5,0,0,82,74,76,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/10/2017,,,0.14,0,0,83,70,70,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/11/2017,,,0,0,0,84,70,72,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/12/2017,,,0.32,0,0,74,66,68,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/13/2017,,,0,0,0,68,60,60,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/14/2017,,,0.04,0,0,65,60,64,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/15/2017,,,0.01,0,0,70,60,65,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/16/2017,,,0.14,0,0,78,61,62,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/17/2017,,,0,0,0,65,40,43,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/18/2017,,,0,0,0,63,41,42,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/19/2017,,,0,0,0,71,42,45,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/20/2017,,,0,0,0,73,45,51,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/21/2017,,,0,0,0,76,47,53,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/22/2017,,,0,0,0,78,48,57,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/23/2017,,,0,0,0,76,57,61,0,1,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/24/2017,,,0.15,0,0,77,61,62,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/25/2017,,,0,0,0,73,55,56,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/26/2017,,,0,0,0,66,49,49,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/27/2017,,,0,0,0,60,38,40,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/29/2017,2,0.15,,0,0,,,66,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/30/2017,,,1.1,0,0,70,46,47,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/31/2017,,,0,0,0,59,41,41,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/1/2017,,,0,0,0,61,41,44,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/2/2017,,,0,0,0,64,44,52,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/3/2017,,,0,0,0,75,52,58,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/4/2017,,,0,0,0,78,49,49,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/5/2017,,,0.61,0,0,60,48,58,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/6/2017,,,0.02,0,0,65,58,63,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/7/2017,,,0.11,0,0,72,46,46,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/8/2017,,,1.09,0,0,47,41,42,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/9/2017,,,0.02,0,0,49,42,45,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/10/2017,,,0.04,0,0,56,43,44,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/11/2017,,,0,0,0,45,25,28,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/12/2017,,,0,0,0,39,27,34,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/13/2017,,,0.14,0,0,47,34,41,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/14/2017,,,0,0,0,53,34,40,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/15/2017,,,0,0,0,51,31,35,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/16/2017,,,0.01,0,0,55,35,47,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/17/2017,,,0,0,0,62,41,43,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/18/2017,,,0,0,0,53,33,44,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/19/2017,,,0.1,0,0,62,44,49,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/20/2017,,,0,0,0,51,38,40,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/21/2017,,,0,0,0,52,37,43,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/22/2017,,,0.03,0,0,61,43,53,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/23/2017,,,0,0,0,59,29,35,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/24/2017,,,0,0,0,46,28,33,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/25/2017,,,0,0,0,54,32,43,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/26/2017,,,0,0,0,60,32,47,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/27/2017,,,0,0,0,54,35,39,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/28/2017,,,0,0,0,60,34,35,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/29/2017,,,0,0,0,63,34,42,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/30/2017,,,0,0,0,68,38,42,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/1/2017,,,0.02,0,0,60,42,46,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/2/2017,,,0,0,0,56,30,35,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/3/2017,,,0.05,0,0,53,35,41,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/4/2017,,,0,0,0,56,31,33,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/5/2017,,,0,0,0,55,33,48,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/6/2017,,,0.1,0,0,60,41,41,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/7/2017,,,0,0,0,47,36,40,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/8/2017,,,0,0,0,49,37,37,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/9/2017,,,0,0,0,41,36,37,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/10/2017,,,0.22,,1,37,29,35,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/11/2017,,,0,0,0,41,32,35,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/12/2017,,,0,0,0,48,34,42,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/13/2017,,,0,0,0,48,22,24,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/14/2017,,,0,0,0,38,24,38,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/15/2017,,,0,0,0,44,27,29,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/16/2017,,,0.01,0,0,31,24,29,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/17/2017,,,0,0,0,46,27,31,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/18/2017,,,0,0,0,52,31,37,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/19/2017,,,0,0,0,56,36,38,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/20/2017,,,0,0,0,60,38,49,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/21/2017,,,0,0,0,52,27,28,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/22/2017,,,0,0,0,45,28,34,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/23/2017,,,0,0,0,56,34,54,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/24/2017,,,0.24,0,0,64,37,40,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/25/2017,,,0,0,0,44,35,35,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/26/2017,,,0,0,0,35,29,29,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/27/2017,,,0,0,0,38,29,29,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/28/2017,,,0,0,0,30,15,17,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/29/2017,,,0,0,0,24,15,19,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/30/2017,,,0.03,0.4,0,32,18,23,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/31/2017,,,0,0,0,32,17,18,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/2/2018,,,0,0,0,,,13,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/3/2018,,,0,0,0,25,9,9,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/4/2018,,,0.07,0.8,1,34,9,23,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/5/2018,,,0,0,0,27,12,12,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/6/2018,,,0,0,0,19,10,11,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/7/2018,,,0,0,0,20,8,10,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/8/2018,,,0,0,0,23,10,21,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/9/2018,,,0.03,0,0,39,21,32,,1,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/10/2018,,,0,0,0,49,25,31,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/11/2018,,,0,0,0,43,31,41,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/12/2018,,,0.13,0,0,67,41,66,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/13/2018,,,0.36,0,0,74,34,34,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/14/2018,,,0,0,0,36,16,18,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/15/2018,,,0,0,0,28,15,23,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/16/2018,,,0,0,0,32,23,30,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/17/2018,,,0.05,0.7,1,41,24,25,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/18/2018,,,0,0,0,27,18,20,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/19/2018,,,0,0,0,46,20,25,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/20/2018,,,0,0,0,53,25,32,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/21/2018,,,0,0,0,61,25,37,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/22/2018,,,0,0,0,62,37,49,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/23/2018,,,0.07,0,0,68,49,63,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/24/2018,,,0,0,0,67,40,43,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/25/2018,,,0,0,0,47,31,33,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/26/2018,,,0,0,0,42,23,25,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/27/2018,,,0,0,0,49,25,44,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/28/2018,,,0.03,0,0,62,44,50,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/29/2018,,,0.14,0,0,55,44,44,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/30/2018,,,0.01,,,46,33,34,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/31/2018,,,0,0,0,35,20,23,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/1/2018,,,0,0,0,41,22,39,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/3/2018,,,0,0,0,,,20,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/4/2018,,,0,0,0,35,20,34,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/5/2018,,,,0,0,40,32,32,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/6/2018,,,0,0,0,37,25,31,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/7/2018,,,0,0,0,42,28,33,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/8/2018,,,0.48,0,0,42,25,26,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/9/2018,,,0,0,0,37,24,24,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/10/2018,,,0,0,0,46,24,38,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/11/2018,,,1.83,0,0,56,38,56,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/12/2018,,,0.23,0,0,69,45,45,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/13/2018,,,0,0,0,50,30,32,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/14/2018,,,0,0,0,42,32,36,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/15/2018,,,0.07,0,0,54,36,50,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/16/2018,,,0.05,0,0,73,50,62,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/17/2018,,,0,0,0,64,32,34,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/18/2018,,,0.53,0.5,,44,33,37,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/19/2018,,,0,0,0,52,35,41,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/20/2018,,,0.01,0,0,56,41,56,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/21/2018,,,0,0,0,77,56,62,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/22/2018,,,0,0,0,81,56,56,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/23/2018,,,0.09,0,0,56,40,40,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/24/2018,,,0.03,0,0,51,40,51,,1,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/25/2018,,,0.2,0,0,52,48,48,,1,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/26/2018,,,0.11,0,0,55,47,50,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/27/2018,,,0,0,0,57,30,37,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/28/2018,,,0,0,0,59,37,44,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/1/2018,,,0,0,0,63,44,49,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/2/2018,,,0.17,0,0,55,39,41,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/3/2018,,,0.01,0,0,55,36,37,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/4/2018,,,0,0,0,54,35,39,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/5/2018,,,0,0,0,,30,31,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/6/2018,,,0,0,0,,27,30,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/7/2018,,,0.33,0.4,0,47,30,36,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/8/2018,,,0.02,0,0,47,33,35,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/9/2018,,,0,0,0,45,33,34,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/10/2018,,,0,0,0,45,30,37,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/11/2018,,,0,0,0,49,27,28,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/12/2018,,,0,0,0,52,28,34,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/13/2018,,,0,0,0,46,32,33,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/14/2018,,,0,0,0,47,32,33,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/15/2018,,,0,0,0,42,32,34,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/16/2018,,,0,0,0,55,31,35,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/17/2018,,,0,0,0,47,28,30,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/18/2018,,,0,0,0,45,30,36,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/19/2018,,,0,0,0,59,31,32,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/20/2018,,,0.21,0,0,59,31,36,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/21/2018,,,0.75,0.4,0,36,32,32,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/22/2018,,,0.62,1.9,3,36,32,34,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/23/2018,,,0,0,0,49,34,34,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/24/2018,,,0,0,0,50,32,35,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/25/2018,,,0,0,0,52,31,33,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/26/2018,,,0,0,0,49,30,35,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/27/2018,,,0,0,0,50,31,32,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/28/2018,,,0.07,0,0,48,32,44,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/29/2018,,,0.1,0,0,59,44,49,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/30/2018,,,0,0,0,76,49,67,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/31/2018,,,0,0,0,75,35,42,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/1/2018,,,0,0,0,61,42,53,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/2/2018,,,0.08,0,0,65,41,41,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/3/2018,,,0,0,0,48,40,44,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/4/2018,,,0.02,0,0,59,44,59,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/5/2018,,,0,0,0,72,35,37,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/6/2018,,,0,0,0,56,37,44,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/7/2018,,,0,0,0,73,43,43,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/8/2018,,,0,0,0,45,31,35,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/9/2018,,,0,0,0,51,35,39,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/10/2018,,,0.03,0,0,46,36,39,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/11/2018,,,0,0,0,56,36,41,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/12/2018,,,0,0,0,59,41,49,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/13/2018,,,0,0,0,76,49,62,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/14/2018,,,0,0,0,87,62,69,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/15/2018,,,0,0,0,85,56,60,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/16/2018,,,1.71,0,0,67,46,66,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/17/2018,,,0.28,0,0,67,40,41,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/18/2018,,,0,0,0,48,35,40,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/19/2018,,,0,0,0,63,40,52,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/20/2018,,,0.04,0,0,59,38,41,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/21/2018,,,0,0,0,62,36,41,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/22/2018,,,0,0,0,64,41,52,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/23/2018,,,0,0,0,68,45,50,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/24/2018,,,0,0,0,72,50,54,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/25/2018,,,0.8,0,0,64,54,60,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/26/2018,,,0.04,0,0,68,48,52,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/27/2018,,,0.91,0,0,73,52,55,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/28/2018,,,0.03,0,0,64,48,54,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/29/2018,,,0.02,0,0,79,45,47,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/30/2018,,,0,0,0,57,37,47,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/1/2018,,,0,0,0,72,43,55,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/2/2018,,,0,0,0,84,51,59,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/3/2018,,,0,0,0,93,59,69,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/4/2018,,,0,0,0,93,69,72,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/5/2018,,,0.08,0,0,93,68,68,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/6/2018,,,0.01,0,0,,59,60,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/7/2018,,,0,0,0,73,57,59,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/8/2018,,,0,0,0,77,54,59,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/9/2018,,,0,0,0,79,52,59,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/10/2018,,,0,0,0,80,59,64,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/11/2018,,,0,0,0,83,58,66,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/12/2018,,,0,0,0,85,64,67,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/13/2018,,,0.45,0,0,92,64,67,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/14/2018,,,0.13,0,0,72,62,64,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/15/2018,,,2.1,0,0,83,64,75,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/16/2018,,,0.23,0,0,89,69,71,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/17/2018,,,1.18,0,0,76,71,71,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/18/2018,,,1.59,0,0,,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/19/2018,,,1.64,0,0,,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/20/2018,,,0.11,0,0,74,64,74,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/21/2018,,,0,0,0,89,67,69,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/22/2018,,,0,0,0,83,64,66,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/23/2018,,,0.94,0,0,82,66,74,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/24/2018,,,0,0,0,83,59,65,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/25/2018,,,0,0,0,87,62,67,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/26/2018,,,0,0,0,88,66,74,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/27/2018,,,0.01,0,0,92,74,77,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/28/2018,,,0.09,0,0,89,63,64,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/29/2018,,,0,0,0,72,64,71,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/30/2018,,,0,0,0,84,69,72,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/31/2018,,,0.02,0,0,81,69,69,,,,,,
