,index,DATE,CCN,STATION,NAME,PRCP,TMAX,TMIN,Day,Date,Month,Year,Illum
1785,1839,2013-01-13,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,55.0,43.0,1,13,1,2013,0.03
1786,1840,2013-01-14,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.02,61.0,45.0,2,14,1,2013,0.08
1787,1841,2013-01-15,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.44,61.0,40.0,3,15,1,2013,0.15
1788,1842,2013-01-16,55,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.73,41.0,35.0,4,16,1,2013,0.23
1789,1843,2013-01-17,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.09,45.0,36.0,5,17,1,2013,0.33
1790,1844,2013-01-18,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,45.0,34.0,6,18,1,2013,0.43
1791,1845,2013-01-19,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,38.0,28.0,7,19,1,2013,0.52
1792,1846,2013-01-20,111,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,54.0,35.0,1,20,1,2013,0.62
1793,1847,2013-01-21,108,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,60.0,32.0,2,21,1,2013,0.71
1794,1848,2013-01-22,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,47.0,19.0,3,22,1,2013,0.79
1795,1849,2013-01-23,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,25.0,15.0,4,23,1,2013,0.86
1796,1850,2013-01-24,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.04,27.0,16.0,5,24,1,2013,0.92
1797,1851,2013-01-25,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,28.0,17.0,6,25,1,2013,0.96
1798,1852,2013-01-26,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.02,26.0,19.0,7,26,1,2013,0.99
1799,1853,2013-01-27,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,33.0,18.0,1,27,1,2013,1.0
1800,1854,2013-01-28,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.17,40.0,19.0,2,28,1,2013,0.99
1801,1855,2013-01-29,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,47.0,34.0,3,29,1,2013,0.96
1802,1856,2013-01-30,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,71.0,42.0,4,30,1,2013,0.91
1803,1857,2013-01-31,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",1.05,72.0,44.0,5,31,1,2013,0.84
1804,1858,2013-02-01,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.01,48.0,28.0,4,2,1,2013,0.79
1805,1859,2013-02-02,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,30.0,17.0,7,2,2,2013,0.65
1806,1860,2013-02-03,72,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.02,32.0,22.0,7,2,3,2013,0.79
1807,1861,2013-02-04,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,35.0,24.0,3,2,4,2013,0.61
1808,1862,2013-02-05,77,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,36.0,27.0,5,2,5,2013,0.53
1809,1863,2013-02-06,81,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,42.0,27.0,1,2,6,2013,0.35
1810,1864,2013-02-07,78,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,48.0,27.0,3,2,7,2013,0.3
1811,1865,2013-02-08,116,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.19,41.0,30.0,6,2,8,2013,0.19
1812,1866,2013-02-09,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,43.0,30.0,2,2,9,2013,0.1
1813,1867,2013-02-10,74,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,43.0,21.0,4,2,10,2013,0.09
1814,1868,2013-02-11,79,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.3,46.0,26.0,7,2,11,2013,0.02
1815,1869,2013-02-12,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,54.0,38.0,2,2,12,2013,0.01
1816,1870,2013-02-13,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,58.0,32.0,4,13,2,2013,0.1
1817,1871,2013-02-14,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.23,48.0,32.0,5,14,2,2013,0.17
1818,1872,2013-02-15,78,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,51.0,33.0,6,15,2,2013,0.26
1819,1873,2013-02-16,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.13,60.0,35.0,7,16,2,2013,0.35
1820,1874,2013-02-17,63,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,40.0,27.0,1,17,2,2013,0.44
1821,1875,2013-02-18,63,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,34.0,22.0,2,18,2,2013,0.53
1822,1876,2013-02-19,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,42.0,32.0,3,19,2,2013,0.63
1823,1877,2013-02-20,70,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.06,46.0,32.0,4,20,2,2013,0.72
1824,1878,2013-02-21,69,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,46.0,25.0,5,21,2,2013,0.8
1825,1879,2013-02-22,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,41.0,28.0,6,22,2,2013,0.87
1826,1880,2013-02-23,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.08,35.0,32.0,7,23,2,2013,0.93
1827,1881,2013-02-24,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,47.0,35.0,1,24,2,2013,0.97
1828,1882,2013-02-25,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,58.0,28.0,2,25,2,2013,0.99
1829,1883,2013-02-26,64,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,49.0,29.0,3,26,2,2013,1.0
1830,1884,2013-02-27,62,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.64,41.0,33.0,4,27,2,2013,0.98
1831,1885,2013-02-28,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.02,56.0,41.0,5,28,2,2013,0.94
1832,1886,2013-03-01,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,49.0,38.0,5,3,1,2013,0.7
1833,1887,2013-03-02,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,46.0,32.0,1,3,2,2013,0.54
1834,1889,2013-03-04,68,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,42.0,29.0,4,3,4,2013,0.5
1835,1890,2013-03-05,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,46.0,30.0,6,3,5,2013,0.42
1836,1892,2013-03-07,108,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,41.0,33.0,4,3,7,2013,0.22
1837,1893,2013-03-08,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,52.0,37.0,7,3,8,2013,0.12
1838,1894,2013-03-09,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,52.0,36.0,3,3,9,2013,0.05
1839,1895,2013-03-10,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,63.0,31.0,5,3,10,2013,0.04
1840,1896,2013-03-11,85,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,64.0,32.0,1,3,11,2013,0.0
1841,1897,2013-03-12,65,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.11,63.0,45.0,3,3,12,2013,0.0
1842,1898,2013-03-13,72,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.63,60.0,33.0,4,13,3,2013,0.02
1843,1899,2013-03-14,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,52.0,33.0,5,14,3,2013,0.06
1844,1900,2013-03-15,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,48.0,30.0,6,15,3,2013,0.12
1845,1903,2013-03-18,69,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,42.0,35.0,2,18,3,2013,0.36
1846,1904,2013-03-19,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.3,39.0,34.0,3,19,3,2013,0.45
1847,1905,2013-03-20,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,60.0,33.0,4,20,3,2013,0.55
1848,1906,2013-03-21,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,53.0,33.0,5,21,3,2013,0.64
1849,1907,2013-03-22,65,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,40.0,30.0,6,22,3,2013,0.73
1850,1908,2013-03-23,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,62.0,27.0,7,23,3,2013,0.81
1851,1909,2013-03-24,70,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,55.0,29.0,1,24,3,2013,0.88
1852,1910,2013-03-25,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.42,44.0,32.0,2,25,3,2013,0.94
1853,1912,2013-03-27,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,52.0,37.0,4,27,3,2013,1.0
1854,1913,2013-03-28,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,53.0,38.0,5,28,3,2013,0.99
1855,1914,2013-03-29,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,50.0,41.0,6,29,3,2013,0.96
1856,1915,2013-03-30,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,58.0,35.0,7,30,3,2013,0.9
1857,1916,2013-03-31,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,62.0,30.0,1,31,3,2013,0.82
1858,1917,2013-04-01,77,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.02,58.0,39.0,6,4,1,2013,0.6
1859,1918,2013-04-02,79,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,67.0,35.0,2,4,2,2013,0.43
1860,1919,2013-04-03,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,50.0,31.0,2,4,3,2013,0.58
1861,1920,2013-04-04,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,54.0,27.0,5,4,4,2013,0.39
1862,1921,2013-04-05,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.27,50.0,32.0,7,4,5,2013,0.31
1863,1922,2013-04-06,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,67.0,39.0,3,4,6,2013,0.18
1864,1923,2013-04-07,77,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,59.0,40.0,5,4,7,2013,0.14
1865,1924,2013-04-08,70,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,72.0,44.0,1,4,8,2013,0.07
1866,1925,2013-04-09,65,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,82.0,57.0,4,4,9,2013,0.02
1867,1926,2013-04-10,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,87.0,63.0,6,4,10,2013,0.01
1868,1927,2013-04-11,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,93.0,60.0,2,4,11,2013,0.01
1869,1928,2013-04-12,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.56,88.0,52.0,4,4,12,2013,0.02
1870,1929,2013-04-13,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.24,74.0,45.0,7,13,4,2013,0.08
1871,1930,2013-04-14,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,71.0,43.0,1,14,4,2013,0.13
1872,1931,2013-04-15,106,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.01,69.0,49.0,2,15,4,2013,0.21
1873,1932,2013-04-16,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,62.0,54.0,3,16,4,2013,0.29
1874,1933,2013-04-17,98,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.01,76.0,55.0,4,17,4,2013,0.38
1875,1934,2013-04-18,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.07,78.0,54.0,5,18,4,2013,0.47
1876,1935,2013-04-19,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.03,79.0,59.0,6,19,4,2013,0.57
1877,1936,2013-04-20,96,USC00186350,"NATIONAL ARBORETUM DC, MD US",1.33,80.0,48.0,7,20,4,2013,0.66
1878,1937,2013-04-21,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,62.0,40.0,1,21,4,2013,0.76
1879,1938,2013-04-22,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,56.0,37.0,2,22,4,2013,0.84
1880,1939,2013-04-23,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,58.0,44.0,3,23,4,2013,0.91
1881,1940,2013-04-24,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,63.0,44.0,4,24,4,2013,0.96
1882,1941,2013-04-25,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,79.0,47.0,5,25,4,2013,0.99
1883,1942,2013-04-26,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,67.0,43.0,6,26,4,2013,1.0
1884,1945,2013-04-29,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.16,69.0,53.0,2,29,4,2013,0.84
1885,1946,2013-04-30,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.19,61.0,54.0,3,30,4,2013,0.75
1886,1947,2013-05-01,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.05,60.0,46.0,7,5,1,2013,0.5
1887,1948,2013-05-02,98,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,73.0,44.0,3,5,2,2013,0.32
1888,1949,2013-05-03,96,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,69.0,47.0,3,5,3,2013,0.47
1889,1950,2013-05-04,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,69.0,48.0,6,5,4,2013,0.28
1890,1951,2013-05-05,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,69.0,46.0,1,5,5,2013,0.22
1891,1952,2013-05-06,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,64.0,49.0,4,5,6,2013,0.11
1892,1953,2013-05-07,70,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,63.0,51.0,6,5,7,2013,0.08
1893,1954,2013-05-08,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.67,64.0,59.0,2,5,8,2013,0.03
1894,1955,2013-05-09,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.09,73.0,54.0,5,5,9,2013,0.0
1895,1956,2013-05-10,112,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.05,76.0,55.0,7,5,10,2013,0.0
1896,1957,2013-05-11,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.34,86.0,61.0,3,5,11,2013,0.04
1897,1958,2013-05-12,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.2,85.0,59.0,5,5,12,2013,0.07
1898,1959,2013-05-13,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,66.0,44.0,2,13,5,2013,0.09
1899,1960,2013-05-14,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,62.0,36.0,3,14,5,2013,0.15
1900,1961,2013-05-15,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,67.0,49.0,4,15,5,2013,0.23
1901,1962,2013-05-16,106,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,88.0,60.0,5,16,5,2013,0.31
1902,1963,2013-05-17,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,85.0,62.0,6,17,5,2013,0.4
1903,1964,2013-05-18,139,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,86.0,63.0,7,18,5,2013,0.5
1904,1965,2013-05-19,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.2,90.0,35.0,1,19,5,2013,0.6
1905,1966,2013-05-20,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,77.0,60.0,2,20,5,2013,0.7
1906,1967,2013-05-21,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,84.0,67.0,3,21,5,2013,0.8
1907,1968,2013-05-22,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,85.0,70.0,4,22,5,2013,0.88
1908,1969,2013-05-23,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,88.0,68.0,5,23,5,2013,0.94
1909,1970,2013-05-24,133,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.46,84.0,58.0,6,24,5,2013,0.99
1910,1971,2013-05-25,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.03,59.0,46.0,7,25,5,2013,1.0
1911,1972,2013-05-26,121,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,68.0,47.0,1,26,5,2013,0.98
1912,1973,2013-05-27,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,74.0,48.0,2,27,5,2013,0.94
1913,1974,2013-05-28,106,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,73.0,58.0,3,28,5,2013,0.87
1914,1975,2013-05-29,110,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.06,84.0,63.0,4,29,5,2013,0.78
1915,1976,2013-05-30,110,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,91.0,70.0,5,30,5,2013,0.67
1916,1977,2013-05-31,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,93.0,70.0,6,31,5,2013,0.56
1917,1978,2013-06-01,119,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,92.0,71.0,1,6,1,2013,0.39
1918,1979,2013-06-02,115,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,93.0,74.0,4,6,2,2013,0.22
1919,1980,2013-06-03,113,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.97,86.0,67.0,4,6,3,2013,0.35
1920,1981,2013-06-04,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.06,83.0,62.0,7,6,4,2013,0.19
1921,1982,2013-06-05,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,78.0,55.0,2,6,5,2013,0.14
1922,1983,2013-06-06,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,81.0,61.0,5,6,6,2013,0.05
1923,1984,2013-06-07,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",1.65,77.0,65.0,7,6,7,2013,0.04
1924,1985,2013-06-08,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.8,72.0,66.0,3,6,8,2013,0.01
1925,1986,2013-06-09,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,83.0,64.0,6,6,9,2013,0.01
1926,1987,2013-06-10,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.59,83.0,70.0,1,6,10,2013,0.02
1927,1988,2013-06-11,81,USC00186350,"NATIONAL ARBORETUM DC, MD US",1.86,81.0,68.0,4,6,11,2013,0.1
1928,1989,2013-06-12,120,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,85.0,70.0,6,6,12,2013,0.15
1929,1990,2013-06-13,81,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,92.0,73.0,5,13,6,2013,0.18
1930,1991,2013-06-14,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.41,89.0,61.0,6,14,6,2013,0.26
1931,1993,2013-06-16,98,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,85.0,65.0,1,16,6,2013,0.45
1932,1994,2013-06-17,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,87.0,72.0,2,17,6,2013,0.55
1933,1995,2013-06-18,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,88.0,72.0,3,18,6,2013,0.66
1934,1996,2013-06-19,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.23,78.0,65.0,4,19,6,2013,0.76
1935,1997,2013-06-20,124,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,78.0,62.0,5,20,6,2013,0.85
1936,1998,2013-06-21,139,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,83.0,58.0,6,21,6,2013,0.92
1937,1999,2013-06-22,137,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,84.0,63.0,7,22,6,2013,0.97
1938,2000,2013-06-23,121,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,87.0,63.0,1,23,6,2013,1.0
1939,2001,2013-06-24,124,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.46,86.0,72.0,2,24,6,2013,0.99
1940,2002,2013-06-25,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,93.0,71.0,3,25,6,2013,0.95
1941,2003,2013-06-26,110,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.06,94.0,69.0,4,26,6,2013,0.89
1942,2004,2013-06-27,108,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.1,93.0,70.0,5,27,6,2013,0.81
1943,2005,2013-06-28,122,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.24,87.0,72.0,6,28,6,2013,0.71
1944,2006,2013-06-29,112,USC00186350,"NATIONAL ARBORETUM DC, MD US",1.33,89.0,68.0,7,29,6,2013,0.61
1945,2007,2013-06-30,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,89.0,69.0,1,30,6,2013,0.5
1946,2008,2013-07-01,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.21,88.0,73.0,2,7,1,2013,0.28
1947,2009,2013-07-02,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.63,88.0,73.0,5,7,2,2013,0.13
1948,2010,2013-07-03,118,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.16,84.0,73.0,5,7,3,2013,0.25
1949,2011,2013-07-04,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.26,88.0,74.0,1,7,4,2013,0.11
1950,2012,2013-07-05,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,92.0,76.0,3,7,5,2013,0.08
1951,2013,2013-07-06,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,91.0,77.0,6,7,6,2013,0.02
1952,2014,2013-07-07,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,94.0,76.0,1,7,7,2013,0.01
1953,2015,2013-07-08,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.12,93.0,72.0,4,7,8,2013,0.0
1954,2016,2013-07-09,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.11,88.0,74.0,7,7,9,2013,0.03
1955,2017,2013-07-10,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.03,87.0,72.0,2,7,10,2013,0.06
1956,2018,2013-07-11,116,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.07,91.0,74.0,5,7,11,2013,0.18
1957,2019,2013-07-12,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.89,87.0,68.0,7,7,12,2013,0.24
1958,2020,2013-07-13,122,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.1,76.0,68.0,7,13,7,2013,0.21
1959,2021,2013-07-14,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.08,89.0,73.0,1,14,7,2013,0.3
1960,2022,2013-07-15,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,93.0,74.0,2,15,7,2013,0.4
1961,2023,2013-07-16,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,94.0,79.0,3,16,7,2013,0.51
1962,2024,2013-07-17,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,95.0,77.0,4,17,7,2013,0.62
1963,2025,2013-07-18,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,97.0,78.0,5,18,7,2013,0.72
1964,2026,2013-07-19,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.18,96.0,78.0,6,19,7,2013,0.82
1965,2027,2013-07-20,116,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,96.0,80.0,7,20,7,2013,0.9
1966,2028,2013-07-21,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,94.0,75.0,1,21,7,2013,0.96
1967,2029,2013-07-22,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,92.0,74.0,2,22,7,2013,0.99
1968,2030,2013-07-23,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.16,92.0,73.0,3,23,7,2013,1.0
1969,2031,2013-07-24,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,88.0,72.0,4,24,7,2013,0.97
1970,2032,2013-07-25,124,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,88.0,72.0,5,25,7,2013,0.91
1971,2033,2013-07-26,117,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,83.0,63.0,6,26,7,2013,0.84
1972,2034,2013-07-27,123,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,86.0,69.0,7,27,7,2013,0.75
1973,2035,2013-07-28,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.22,86.0,69.0,1,28,7,2013,0.65
1974,2036,2013-07-29,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.08,86.0,66.0,2,29,7,2013,0.55
1975,2037,2013-07-30,118,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,84.0,62.0,3,30,7,2013,0.45
1976,2038,2013-07-31,112,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,85.0,64.0,4,31,7,2013,0.36
1977,2039,2013-08-01,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.39,85.0,67.0,3,8,1,2013,0.18
1978,2040,2013-08-02,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.11,84.0,67.0,6,8,2,2013,0.06
1979,2041,2013-08-03,123,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,88.0,69.0,6,8,3,2013,0.16
1980,2042,2013-08-04,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.12,80.0,64.0,2,8,4,2013,0.05
1981,2043,2013-08-05,77,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,84.0,57.0,4,8,5,2013,0.03
1982,2044,2013-08-06,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,83.0,65.0,7,8,6,2013,0.0
1983,2045,2013-08-07,115,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.07,73.0,70.0,2,8,7,2013,0.0
1984,2046,2013-08-08,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,86.0,71.0,5,8,8,2013,0.02
1985,2047,2013-08-09,126,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,89.0,77.0,1,8,9,2013,0.08
1986,2048,2013-08-10,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,93.0,77.0,3,8,10,2013,0.12
1987,2049,2013-08-11,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,86.0,71.0,6,8,11,2013,0.27
1988,2050,2013-08-12,115,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,86.0,69.0,1,8,12,2013,0.34
1989,2051,2013-08-13,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,92.0,75.0,3,13,8,2013,0.37
1990,2052,2013-08-14,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",1.4,88.0,62.0,4,14,8,2013,0.47
1991,2053,2013-08-15,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,80.0,60.0,5,15,8,2013,0.59
1992,2054,2013-08-16,116,USC00186350,"NATIONAL ARBORETUM DC, MD US",0.0,80.0,62.0,6,16,8,2013,0.7
